company,statementDate,quarter,year,accountClassification,account,amount
INTC,2019-03-31,1,2019,4 - Taxes,4.1 - Taxes,573000000.0
INTC,2018-12-31,4,2018,1 - Gross Profit,1.1 - Revenue,18657000000.0
INTC,2018-12-31,4,2018,1 - Gross Profit,1.2 - COGS,-7430000000.0
INTC,2018-12-31,4,2018,2 - Operating Expenses,2.1 - SG&A,-1520000000.0
INTC,2018-12-31,4,2018,2 - Operating Expenses,2.2 - R&D,-3433000000.0
INTC,2018-12-31,4,2018,2 - Operating Expenses,2.3 - Operating Expenses,-50000000.0
INTC,2018-12-31,4,2018,3 - Other Income/Expenses,3.1 - Net Interest Expense,-1000000.0
INTC,2018-12-31,4,2018,3 - Other Income/Expenses,3.2 - Net Other Expenses,-588000000.0
INTC,2018-12-31,4,2018,4 - Taxes,4.1 - Taxes,440000000.0
INTC,2018-09-30,3,2018,1 - Gross Profit,1.1 - Revenue,19163000000.0
INTC,2018-09-30,3,2018,1 - Gross Profit,1.2 - COGS,-6803000000.0
INTC,2018-09-30,3,2018,2 - Operating Expenses,2.1 - SG&A,-1605000000.0
INTC,2018-09-30,3,2018,2 - Operating Expenses,2.2 - R&D,-3428000000.0
INTC,2018-09-30,3,2018,2 - Operating Expenses,2.3 - Operating Expenses,-50000000.0
INTC,2018-09-30,3,2018,3 - Other Income/Expenses,3.1 - Net Interest Expense,0.0
INTC,2018-09-30,3,2018,3 - Other Income/Expenses,3.2 - Net Other Expenses,-135000000.0
INTC,2018-09-30,3,2018,4 - Taxes,4.1 - Taxes,744000000.0
INTC,2018-06-30,2,2018,1 - Gross Profit,1.1 - Revenue,16962000000.0
INTC,2018-06-30,2,2018,1 - Gross Profit,1.2 - COGS,-6543000000.0
INTC,2018-06-30,2,2018,2 - Operating Expenses,2.1 - SG&A,-1725000000.0
INTC,2018-06-30,2,2018,2 - Operating Expenses,2.2 - R&D,-3371000000.0
INTC,2018-06-30,2,2018,2 - Operating Expenses,2.3 - Operating Expenses,-50000000.0
INTC,2018-06-30,2,2018,3 - Other Income/Expenses,3.1 - Net Interest Expense,-8000000.0
INTC,2018-06-30,2,2018,3 - Other Income/Expenses,3.2 - Net Other Expenses,264000000.0
INTC,2018-06-30,2,2018,4 - Taxes,4.1 - Taxes,523000000.0
INTC,2018-03-31,1,2018,1 - Gross Profit,1.1 - Revenue,16066000000.0
INTC,2018-03-31,1,2018,1 - Gross Profit,1.2 - COGS,-6335000000.0
INTC,2018-03-31,1,2018,2 - Operating Expenses,2.1 - SG&A,-1900000000.0
INTC,2018-03-31,1,2018,2 - Operating Expenses,2.2 - R&D,-3311000000.0
INTC,2018-03-31,1,2018,2 - Operating Expenses,2.3 - Operating Expenses,-50000000.0
INTC,2018-03-31,1,2018,3 - Other Income/Expenses,3.1 - Net Interest Expense,-21000000.0
INTC,2018-03-31,1,2018,3 - Other Income/Expenses,3.2 - Net Other Expenses,562000000.0
INTC,2018-03-31,1,2018,4 - Taxes,4.1 - Taxes,557000000.0
INTC,2017-12-31,4,2017,1 - Gross Profit,1.1 - Revenue,17053000000.0
INTC,2017-12-31,4,2017,1 - Gross Profit,1.2 - COGS,-6286000000.0
INTC,2017-12-31,4,2017,2 - Operating Expenses,2.1 - SG&A,-1850000000.0
INTC,2017-12-31,4,2017,2 - Operating Expenses,2.2 - R&D,-3274000000.0
INTC,2017-12-31,4,2017,2 - Operating Expenses,2.3 - Operating Expenses,-53000000.0
INTC,2017-12-31,4,2017,3 - Other Income/Expenses,3.1 - Net Interest Expense,-61000000.0
INTC,2017-12-31,4,2017,3 - Other Income/Expenses,3.2 - Net Other Expenses,506000000.0
INTC,2017-12-31,4,2017,4 - Taxes,4.1 - Taxes,6722000000.0
INTC,2017-09-30,3,2017,1 - Gross Profit,1.1 - Revenue,16149000000.0
INTC,2017-09-30,3,2017,1 - Gross Profit,1.2 - COGS,-6092000000.0
INTC,2017-09-30,3,2017,2 - Operating Expenses,2.1 - SG&A,-1666000000.0
INTC,2017-09-30,3,2017,2 - Operating Expenses,2.2 - R&D,-3223000000.0
INTC,2017-09-30,3,2017,2 - Operating Expenses,2.3 - Operating Expenses,-49000000.0
INTC,2017-09-30,3,2017,3 - Other Income/Expenses,3.1 - Net Interest Expense,-54000000.0
INTC,2017-09-30,3,2017,3 - Other Income/Expenses,3.2 - Net Other Expenses,865000000.0
INTC,2017-09-30,3,2017,4 - Taxes,4.1 - Taxes,1414000000.0
INTC,2017-06-30,2,2017,1 - Gross Profit,1.1 - Revenue,14763000000.0
INTC,2017-06-30,2,2017,1 - Gross Profit,1.2 - COGS,-5665000000.0
INTC,2017-06-30,2,2017,2 - Operating Expenses,2.1 - SG&A,-1854000000.0
INTC,2017-06-30,2,2017,2 - Operating Expenses,2.2 - R&D,-3275000000.0
INTC,2017-06-30,2,2017,2 - Operating Expenses,2.3 - Operating Expenses,-37000000.0
INTC,2017-06-30,2,2017,3 - Other Income/Expenses,3.1 - Net Interest Expense,-20000000.0
INTC,2017-06-30,2,2017,3 - Other Income/Expenses,3.2 - Net Other Expenses,660000000.0
INTC,2017-06-30,2,2017,4 - Taxes,4.1 - Taxes,1764000000.0
INTC,2017-03-31,1,2017,1 - Gross Profit,1.1 - Revenue,14796000000.0
INTC,2017-03-31,1,2017,1 - Gross Profit,1.2 - COGS,-5649000000.0
INTC,2017-03-31,1,2017,2 - Operating Expenses,2.1 - SG&A,-2104000000.0
INTC,2017-03-31,1,2017,2 - Operating Expenses,2.2 - R&D,-3326000000.0
INTC,2017-03-31,1,2017,2 - Operating Expenses,2.3 - Operating Expenses,-38000000.0
INTC,2017-03-31,1,2017,3 - Other Income/Expenses,3.1 - Net Interest Expense,-70000000.0
INTC,2017-03-31,1,2017,3 - Other Income/Expenses,3.2 - Net Other Expenses,206000000.0
INTC,2017-03-31,1,2017,4 - Taxes,4.1 - Taxes,851000000.0
INTC,2016-12-31,4,2016,1 - Gross Profit,1.1 - Revenue,16374000000.0
INTC,2016-12-31,4,2016,1 - Gross Profit,1.2 - COGS,-6269000000.0
INTC,2016-12-31,4,2016,2 - Operating Expenses,2.1 - SG&A,-2158000000.0
INTC,2016-12-31,4,2016,2 - Operating Expenses,2.2 - R&D,-3280000000.0
INTC,2016-12-31,4,2016,2 - Operating Expenses,2.3 - Operating Expenses,-41000000.0
INTC,2016-12-31,4,2016,3 - Other Income/Expenses,3.1 - Net Interest Expense,-95000000.0
INTC,2016-12-31,4,2016,3 - Other Income/Expenses,3.2 - Net Other Expenses,-91000000.0
INTC,2016-12-31,4,2016,4 - Taxes,4.1 - Taxes,878000000.0
INTC,2016-09-30,3,2016,1 - Gross Profit,1.1 - Revenue,15778000000.0
INTC,2016-09-30,3,2016,1 - Gross Profit,1.2 - COGS,-5795000000.0
INTC,2016-09-30,3,2016,2 - Operating Expenses,2.1 - SG&A,-2006000000.0
INTC,2016-09-30,3,2016,2 - Operating Expenses,2.2 - R&D,-3069000000.0
INTC,2016-09-30,3,2016,2 - Operating Expenses,2.3 - Operating Expenses,-74000000.0
INTC,2016-09-30,3,2016,3 - Other Income/Expenses,3.1 - Net Interest Expense,-124000000.0
INTC,2016-09-30,3,2016,3 - Other Income/Expenses,3.2 - Net Other Expenses,-392000000.0
INTC,2016-09-30,3,2016,4 - Taxes,4.1 - Taxes,940000000.0
INTC,2016-06-30,2,2016,1 - Gross Profit,1.1 - Revenue,13533000000.0
INTC,2016-06-30,2,2016,1 - Gross Profit,1.2 - COGS,-5560000000.0
INTC,2016-06-30,2,2016,2 - Operating Expenses,2.1 - SG&A,-2007000000.0
INTC,2016-06-30,2,2016,2 - Operating Expenses,2.2 - R&D,-3145000000.0
INTC,2016-06-30,2,2016,2 - Operating Expenses,2.3 - Operating Expenses,-89000000.0
INTC,2016-06-30,2,2016,3 - Other Income/Expenses,3.1 - Net Interest Expense,-136000000.0
INTC,2016-06-30,2,2016,3 - Other Income/Expenses,3.2 - Net Other Expenses,-926000000.0
INTC,2016-06-30,2,2016,4 - Taxes,4.1 - Taxes,340000000.0
INTC,2016-03-31,1,2016,1 - Gross Profit,1.1 - Revenue,13702000000.0
INTC,2016-03-31,1,2016,1 - Gross Profit,1.2 - COGS,-5572000000.0
INTC,2016-03-31,1,2016,2 - Operating Expenses,2.1 - SG&A,-2226000000.0
INTC,2016-03-31,1,2016,2 - Operating Expenses,2.2 - R&D,-3246000000.0
INTC,2016-03-31,1,2016,2 - Operating Expenses,2.3 - Operating Expenses,-90000000.0
INTC,2016-03-31,1,2016,3 - Other Income/Expenses,3.1 - Net Interest Expense,-156000000.0
INTC,2016-03-31,1,2016,3 - Other Income/Expenses,3.2 - Net Other Expenses,96000000.0
INTC,2016-03-31,1,2016,4 - Taxes,4.1 - Taxes,462000000.0
INTC,2015-12-31,4,2015,1 - Gross Profit,1.1 - Revenue,14914000000.0
INTC,2015-12-31,4,2015,1 - Gross Profit,1.2 - COGS,-5324000000.0
INTC,2015-12-31,4,2015,2 - Operating Expenses,2.1 - SG&A,-2118000000.0
INTC,2015-12-31,4,2015,2 - Operating Expenses,2.2 - R&D,-3119000000.0
INTC,2015-12-31,4,2015,2 - Operating Expenses,2.3 - Operating Expenses,-67000000.0
INTC,2015-12-31,4,2015,3 - Other Income/Expenses,3.1 - Net Interest Expense,-93000000.0
INTC,2015-12-31,4,2015,3 - Other Income/Expenses,3.2 - Net Other Expenses,110000000.0
INTC,2015-12-31,4,2015,4 - Taxes,4.1 - Taxes,690000000.0
INTC,2015-09-30,3,2015,1 - Gross Profit,1.1 - Revenue,14465000000.0
INTC,2015-09-30,3,2015,1 - Gross Profit,1.2 - COGS,-5354000000.0
INTC,2015-09-30,3,2015,2 - Operating Expenses,2.1 - SG&A,-1910000000.0
INTC,2015-09-30,3,2015,2 - Operating Expenses,2.2 - R&D,-2927000000.0
INTC,2015-09-30,3,2015,2 - Operating Expenses,2.3 - Operating Expenses,-68000000.0
INTC,2015-09-30,3,2015,3 - Other Income/Expenses,3.1 - Net Interest Expense,-85000000.0
INTC,2015-09-30,3,2015,3 - Other Income/Expenses,3.2 - Net Other Expenses,132000000.0
INTC,2015-09-30,3,2015,4 - Taxes,4.1 - Taxes,1144000000.0
INTC,2015-06-30,2,2015,1 - Gross Profit,1.1 - Revenue,13195000000.0
INTC,2015-06-30,2,2015,1 - Gross Profit,1.2 - COGS,-4947000000.0
INTC,2015-06-30,2,2015,2 - Operating Expenses,2.1 - SG&A,-1949000000.0
INTC,2015-06-30,2,2015,2 - Operating Expenses,2.2 - R&D,-3087000000.0
INTC,2015-06-30,2,2015,2 - Operating Expenses,2.3 - Operating Expenses,-68000000.0
INTC,2015-06-30,2,2015,3 - Other Income/Expenses,3.1 - Net Interest Expense,-25000000.0
INTC,2015-06-30,2,2015,3 - Other Income/Expenses,3.2 - Net Other Expenses,-136000000.0
INTC,2015-06-30,2,2015,4 - Taxes,4.1 - Taxes,277000000.0
INTC,2015-03-31,1,2015,1 - Gross Profit,1.1 - Revenue,12781000000.0
INTC,2015-03-31,1,2015,1 - Gross Profit,1.2 - COGS,-5051000000.0
INTC,2015-03-31,1,2015,2 - Operating Expenses,2.1 - SG&A,-1953000000.0
INTC,2015-03-31,1,2015,2 - Operating Expenses,2.2 - R&D,-2995000000.0
INTC,2015-03-31,1,2015,2 - Operating Expenses,2.3 - Operating Expenses,-62000000.0
INTC,2015-03-31,1,2015,3 - Other Income/Expenses,3.1 - Net Interest Expense,-10000000.0
INTC,2015-03-31,1,2015,3 - Other Income/Expenses,3.2 - Net Other Expenses,-37000000.0
INTC,2015-03-31,1,2015,4 - Taxes,4.1 - Taxes,681000000.0
INTC,2014-12-31,4,2014,1 - Gross Profit,1.1 - Revenue,14721000000.0
INTC,2014-12-31,4,2014,1 - Gross Profit,1.2 - COGS,-5100000000.0
INTC,2014-12-31,4,2014,2 - Operating Expenses,2.1 - SG&A,-2049000000.0
INTC,2014-12-31,4,2014,2 - Operating Expenses,2.2 - R&D,-2990000000.0
INTC,2014-12-31,4,2014,2 - Operating Expenses,2.3 - Operating Expenses,-72000000.0
INTC,2014-12-31,4,2014,3 - Other Income/Expenses,3.1 - Net Interest Expense,-20000000.0
INTC,2014-12-31,4,2014,3 - Other Income/Expenses,3.2 - Net Other Expenses,169000000.0
INTC,2014-12-31,4,2014,4 - Taxes,4.1 - Taxes,998000000.0
INTC,2014-09-30,3,2014,1 - Gross Profit,1.1 - Revenue,14554000000.0
INTC,2014-09-30,3,2014,1 - Gross Profit,1.2 - COGS,-5096000000.0
INTC,2014-09-30,3,2014,2 - Operating Expenses,2.1 - SG&A,-1979000000.0
INTC,2014-09-30,3,2014,2 - Operating Expenses,2.2 - R&D,-2842000000.0
INTC,2014-09-30,3,2014,2 - Operating Expenses,2.3 - Operating Expenses,-77000000.0
INTC,2014-09-30,3,2014,3 - Other Income/Expenses,3.1 - Net Interest Expense,-18000000.0
INTC,2014-09-30,3,2014,3 - Other Income/Expenses,3.2 - Net Other Expenses,8000000.0
INTC,2014-09-30,3,2014,4 - Taxes,4.1 - Taxes,1233000000.0
INTC,2014-06-30,2,2014,1 - Gross Profit,1.1 - Revenue,13831000000.0
INTC,2014-06-30,2,2014,1 - Gross Profit,1.2 - COGS,-4914000000.0
INTC,2014-06-30,2,2014,2 - Operating Expenses,2.1 - SG&A,-2061000000.0
INTC,2014-06-30,2,2014,2 - Operating Expenses,2.2 - R&D,-2859000000.0
INTC,2014-06-30,2,2014,2 - Operating Expenses,2.3 - Operating Expenses,-72000000.0
INTC,2014-06-30,2,2014,3 - Other Income/Expenses,3.1 - Net Interest Expense,-11000000.0
INTC,2014-06-30,2,2014,3 - Other Income/Expenses,3.2 - Net Other Expenses,8000000.0
INTC,2014-06-30,2,2014,4 - Taxes,4.1 - Taxes,1126000000.0
INTC,2014-03-31,1,2014,1 - Gross Profit,1.1 - Revenue,12764000000.0
INTC,2014-03-31,1,2014,1 - Gross Profit,1.2 - COGS,-5151000000.0
INTC,2014-03-31,1,2014,2 - Operating Expenses,2.1 - SG&A,-2047000000.0
INTC,2014-03-31,1,2014,2 - Operating Expenses,2.2 - R&D,-2846000000.0
INTC,2014-03-31,1,2014,2 - Operating Expenses,2.3 - Operating Expenses,-73000000.0
INTC,2014-03-31,1,2014,3 - Other Income/Expenses,3.1 - Net Interest Expense,-2000000.0
INTC,2014-03-31,1,2014,3 - Other Income/Expenses,3.2 - Net Other Expenses,25000000.0
INTC,2014-03-31,1,2014,4 - Taxes,4.1 - Taxes,740000000.0
INTC,2013-12-31,4,2013,1 - Gross Profit,1.1 - Revenue,13834000000.0
INTC,2013-12-31,4,2013,1 - Gross Profit,1.2 - COGS,-5263000000.0
INTC,2013-12-31,4,2013,2 - Operating Expenses,2.1 - SG&A,-2006000000.0
INTC,2013-12-31,4,2013,2 - Operating Expenses,2.2 - R&D,-2826000000.0
INTC,2013-12-31,4,2013,2 - Operating Expenses,2.3 - Operating Expenses,-74000000.0
INTC,2013-12-31,4,2013,3 - Other Income/Expenses,3.1 - Net Interest Expense,-24000000.0
INTC,2013-12-31,4,2013,3 - Other Income/Expenses,3.2 - Net Other Expenses,-90000000.0
INTC,2013-12-31,4,2013,4 - Taxes,4.1 - Taxes,926000000.0
INTC,2013-09-30,3,2013,1 - Gross Profit,1.1 - Revenue,13483000000.0
INTC,2013-09-30,3,2013,1 - Gross Profit,1.2 - COGS,-5069000000.0
INTC,2013-09-30,3,2013,2 - Operating Expenses,2.1 - SG&A,-1970000000.0
INTC,2013-09-30,3,2013,2 - Operating Expenses,2.2 - R&D,-2742000000.0
INTC,2013-09-30,3,2013,2 - Operating Expenses,2.3 - Operating Expenses,-74000000.0
INTC,2013-09-30,3,2013,3 - Other Income/Expenses,3.1 - Net Interest Expense,-32000000.0
INTC,2013-09-30,3,2013,3 - Other Income/Expenses,3.2 - Net Other Expenses,328000000.0
INTC,2013-09-30,3,2013,4 - Taxes,4.1 - Taxes,974000000.0
INTC,2013-06-30,2,2013,1 - Gross Profit,1.1 - Revenue,12811000000.0
INTC,2013-06-30,2,2013,1 - Gross Profit,1.2 - COGS,-5341000000.0
INTC,2013-06-30,2,2013,2 - Operating Expenses,2.1 - SG&A,-2165000000.0
INTC,2013-06-30,2,2013,2 - Operating Expenses,2.2 - R&D,-2516000000.0
INTC,2013-06-30,2,2013,2 - Operating Expenses,2.3 - Operating Expenses,-70000000.0
INTC,2013-06-30,2,2013,3 - Other Income/Expenses,3.1 - Net Interest Expense,-34000000.0
INTC,2013-06-30,2,2013,3 - Other Income/Expenses,3.2 - Net Other Expenses,8000000.0
INTC,2013-06-30,2,2013,4 - Taxes,4.1 - Taxes,693000000.0
INTC,2013-03-31,1,2013,1 - Gross Profit,1.1 - Revenue,12580000000.0
INTC,2013-03-31,1,2013,1 - Gross Profit,1.2 - COGS,-5514000000.0
INTC,2013-03-31,1,2013,2 - Operating Expenses,2.1 - SG&A,-1947000000.0
INTC,2013-03-31,1,2013,2 - Operating Expenses,2.2 - R&D,-2527000000.0
INTC,2013-03-31,1,2013,2 - Operating Expenses,2.3 - Operating Expenses,-73000000.0
INTC,2013-03-31,1,2013,3 - Other Income/Expenses,3.1 - Net Interest Expense,-50000000.0
INTC,2013-03-31,1,2013,3 - Other Income/Expenses,3.2 - Net Other Expenses,-26000000.0
INTC,2013-03-31,1,2013,4 - Taxes,4.1 - Taxes,398000000.0
INTC,2012-12-31,4,2012,1 - Gross Profit,1.1 - Revenue,13477000000.0
INTC,2012-12-31,4,2012,1 - Gross Profit,1.2 - COGS,-5660000000.0
INTC,2012-12-31,4,2012,2 - Operating Expenses,2.1 - SG&A,-1958000000.0
INTC,2012-12-31,4,2012,2 - Operating Expenses,2.2 - R&D,-2629000000.0
INTC,2012-12-31,4,2012,2 - Operating Expenses,2.3 - Operating Expenses,-75000000.0
INTC,2012-12-31,4,2012,3 - Other Income/Expenses,3.1 - Net Interest Expense,-3000000.0
INTC,2012-12-31,4,2012,3 - Other Income/Expenses,3.2 - Net Other Expenses,52000000.0
INTC,2012-12-31,4,2012,4 - Taxes,4.1 - Taxes,736000000.0
INTC,2012-09-30,3,2012,1 - Gross Profit,1.1 - Revenue,13457000000.0
INTC,2012-09-30,3,2012,1 - Gross Profit,1.2 - COGS,-4942000000.0
INTC,2012-09-30,3,2012,2 - Operating Expenses,2.1 - SG&A,-1995000000.0
INTC,2012-09-30,3,2012,2 - Operating Expenses,2.2 - R&D,-2605000000.0
INTC,2012-09-30,3,2012,2 - Operating Expenses,2.3 - Operating Expenses,-74000000.0
INTC,2012-09-30,3,2012,3 - Other Income/Expenses,3.1 - Net Interest Expense,9000000.0
INTC,2012-09-30,3,2012,3 - Other Income/Expenses,3.2 - Net Other Expenses,71000000.0
INTC,2012-09-30,3,2012,4 - Taxes,4.1 - Taxes,949000000.0
INTC,2012-06-30,2,2012,1 - Gross Profit,1.1 - Revenue,13501000000.0
INTC,2012-06-30,2,2012,1 - Gross Profit,1.2 - COGS,-4947000000.0
INTC,2012-06-30,2,2012,2 - Operating Expenses,2.1 - SG&A,-2131000000.0
INTC,2012-06-30,2,2012,2 - Operating Expenses,2.2 - R&D,-2513000000.0
INTC,2012-06-30,2,2012,2 - Operating Expenses,2.3 - Operating Expenses,-78000000.0
INTC,2012-06-30,2,2012,3 - Other Income/Expenses,3.1 - Net Interest Expense,4000000.0
INTC,2012-06-30,2,2012,3 - Other Income/Expenses,3.2 - Net Other Expenses,98000000.0
INTC,2012-06-30,2,2012,4 - Taxes,4.1 - Taxes,1107000000.0
INTC,2012-03-31,1,2012,1 - Gross Profit,1.1 - Revenue,12906000000.0
INTC,2012-03-31,1,2012,1 - Gross Profit,1.2 - COGS,-4641000000.0
INTC,2012-03-31,1,2012,2 - Operating Expenses,2.1 - SG&A,-1973000000.0
INTC,2012-03-31,1,2012,2 - Operating Expenses,2.2 - R&D,-2401000000.0
INTC,2012-03-31,1,2012,2 - Operating Expenses,2.3 - Operating Expenses,-81000000.0
INTC,2012-03-31,1,2012,3 - Other Income/Expenses,3.1 - Net Interest Expense,-3000000.0
INTC,2012-03-31,1,2012,3 - Other Income/Expenses,3.2 - Net Other Expenses,7000000.0
INTC,2012-03-31,1,2012,4 - Taxes,4.1 - Taxes,1076000000.0
INTC,2011-12-31,4,2011,1 - Gross Profit,1.1 - Revenue,13887000000.0
INTC,2011-12-31,4,2011,1 - Gross Profit,1.2 - COGS,-4935000000.0
INTC,2011-12-31,4,2011,2 - Operating Expenses,2.1 - SG&A,-1973000000.0
INTC,2011-12-31,4,2011,2 - Operating Expenses,2.2 - R&D,-2308000000.0
INTC,2011-12-31,4,2011,2 - Operating Expenses,2.3 - Operating Expenses,-72000000.0
INTC,2011-12-31,4,2011,3 - Other Income/Expenses,3.1 - Net Interest Expense,-7000000.0
INTC,2011-12-31,4,2011,3 - Other Income/Expenses,3.2 - Net Other Expenses,-5000000.0
INTC,2011-12-31,4,2011,4 - Taxes,4.1 - Taxes,1227000000.0
INTC,2011-09-30,3,2011,1 - Gross Profit,1.1 - Revenue,14233000000.0
INTC,2011-09-30,3,2011,1 - Gross Profit,1.2 - COGS,-5215000000.0
INTC,2011-09-30,3,2011,2 - Operating Expenses,2.1 - SG&A,-2017000000.0
INTC,2011-09-30,3,2011,2 - Operating Expenses,2.2 - R&D,-2140000000.0
INTC,2011-09-30,3,2011,2 - Operating Expenses,2.3 - Operating Expenses,-76000000.0
INTC,2011-09-30,3,2011,3 - Other Income/Expenses,3.1 - Net Interest Expense,22000000.0
INTC,2011-09-30,3,2011,3 - Other Income/Expenses,3.2 - Net Other Expenses,85000000.0
INTC,2011-09-30,3,2011,4 - Taxes,4.1 - Taxes,1424000000.0
INTC,2011-06-30,2,2011,1 - Gross Profit,1.1 - Revenue,13032000000.0
INTC,2011-06-30,2,2011,1 - Gross Profit,1.2 - COGS,-5130000000.0
INTC,2011-06-30,2,2011,2 - Operating Expenses,2.1 - SG&A,-1905000000.0
INTC,2011-06-30,2,2011,2 - Operating Expenses,2.2 - R&D,-1986000000.0
INTC,2011-06-30,2,2011,2 - Operating Expenses,2.3 - Operating Expenses,-76000000.0
INTC,2011-06-30,2,2011,3 - Other Income/Expenses,3.1 - Net Interest Expense,20000000.0
INTC,2011-06-30,2,2011,3 - Other Income/Expenses,3.2 - Net Other Expenses,-24000000.0
INTC,2011-06-30,2,2011,4 - Taxes,4.1 - Taxes,977000000.0
INTC,2011-03-31,1,2011,1 - Gross Profit,1.1 - Revenue,12847000000.0
INTC,2011-03-31,1,2011,1 - Gross Profit,1.2 - COGS,-4962000000.0
INTC,2011-03-31,1,2011,2 - Operating Expenses,2.1 - SG&A,-1775000000.0
INTC,2011-03-31,1,2011,2 - Operating Expenses,2.2 - R&D,-1916000000.0
INTC,2011-03-31,1,2011,2 - Operating Expenses,2.3 - Operating Expenses,-36000000.0
INTC,2011-03-31,1,2011,3 - Other Income/Expenses,3.1 - Net Interest Expense,22000000.0
INTC,2011-03-31,1,2011,3 - Other Income/Expenses,3.2 - Net Other Expenses,191000000.0
INTC,2011-03-31,1,2011,4 - Taxes,4.1 - Taxes,1211000000.0
INTC,2010-12-31,4,2010,1 - Gross Profit,1.1 - Revenue,11457000000.0
INTC,2010-12-31,4,2010,1 - Gross Profit,1.2 - COGS,-4051000000.0
INTC,2010-12-31,4,2010,2 - Operating Expenses,2.1 - SG&A,-1705000000.0
INTC,2010-12-31,4,2010,2 - Operating Expenses,2.2 - R&D,-1671000000.0
INTC,2010-12-31,4,2010,2 - Operating Expenses,2.3 - Operating Expenses,-7000000.0
INTC,2010-12-31,4,2010,3 - Other Income/Expenses,3.1 - Net Interest Expense,29000000.0
INTC,2010-12-31,4,2010,3 - Other Income/Expenses,3.2 - Net Other Expenses,111000000.0
INTC,2010-12-31,4,2010,4 - Taxes,4.1 - Taxes,983000000.0
INTC,2010-09-30,3,2010,1 - Gross Profit,1.1 - Revenue,11102000000.0
INTC,2010-09-30,3,2010,1 - Gross Profit,1.2 - COGS,-3781000000.0
INTC,2010-09-30,3,2010,2 - Operating Expenses,2.1 - SG&A,-1506000000.0
INTC,2010-09-30,3,2010,2 - Operating Expenses,2.2 - R&D,-1675000000.0
INTC,2010-09-30,3,2010,2 - Operating Expenses,2.3 - Operating Expenses,-4000000.0
INTC,2010-09-30,3,2010,3 - Other Income/Expenses,3.1 - Net Interest Expense,35000000.0
INTC,2010-09-30,3,2010,3 - Other Income/Expenses,3.2 - Net Other Expenses,80000000.0
INTC,2010-09-30,3,2010,4 - Taxes,4.1 - Taxes,1296000000.0
INTC,2010-06-30,2,2010,1 - Gross Profit,1.1 - Revenue,10765000000.0
INTC,2010-06-30,2,2010,1 - Gross Profit,1.2 - COGS,-3530000000.0
INTC,2010-06-30,2,2010,2 - Operating Expenses,2.1 - SG&A,-1584000000.0
INTC,2010-06-30,2,2010,2 - Operating Expenses,2.2 - R&D,-1666000000.0
INTC,2010-06-30,2,2010,2 - Operating Expenses,2.3 - Operating Expenses,-4000000.0
INTC,2010-06-30,2,2010,3 - Other Income/Expenses,3.1 - Net Interest Expense,29000000.0
INTC,2010-06-30,2,2010,3 - Other Income/Expenses,3.2 - Net Other Expenses,175000000.0
INTC,2010-06-30,2,2010,4 - Taxes,4.1 - Taxes,1298000000.0
INTC,2010-03-31,1,2010,1 - Gross Profit,1.1 - Revenue,10299000000.0
INTC,2010-03-31,1,2010,1 - Gross Profit,1.2 - COGS,-3770000000.0
INTC,2010-03-31,1,2010,2 - Operating Expenses,2.1 - SG&A,-1514000000.0
INTC,2010-03-31,1,2010,2 - Operating Expenses,2.2 - R&D,-1564000000.0
INTC,2010-03-31,1,2010,2 - Operating Expenses,2.3 - Operating Expenses,-3000000.0
INTC,2010-03-31,1,2010,3 - Other Income/Expenses,3.1 - Net Interest Expense,29000000.0
INTC,2010-03-31,1,2010,3 - Other Income/Expenses,3.2 - Net Other Expenses,-31000000.0
INTC,2010-03-31,1,2010,4 - Taxes,4.1 - Taxes,1004000000.0
INTC,2009-12-31,4,2009,1 - Gross Profit,1.1 - Revenue,10569000000.0
INTC,2009-12-31,4,2009,1 - Gross Profit,1.2 - COGS,-3729000000.0
INTC,2009-12-31,4,2009,2 - Operating Expenses,2.1 - SG&A,-2718000000.0
INTC,2009-12-31,4,2009,2 - Operating Expenses,2.2 - R&D,-1603000000.0
INTC,2009-12-31,4,2009,2 - Operating Expenses,2.3 - Operating Expenses,-19000000.0
INTC,2009-12-31,4,2009,3 - Other Income/Expenses,3.1 - Net Interest Expense,24000000.0
INTC,2009-12-31,4,2009,3 - Other Income/Expenses,3.2 - Net Other Expenses,69000000.0
INTC,2009-12-31,4,2009,4 - Taxes,4.1 - Taxes,311000000.0
INTC,2009-09-30,3,2009,1 - Gross Profit,1.1 - Revenue,9389000000.0
INTC,2009-09-30,3,2009,1 - Gross Profit,1.2 - COGS,-3985000000.0
INTC,2009-09-30,3,2009,2 - Operating Expenses,2.1 - SG&A,-1320000000.0
INTC,2009-09-30,3,2009,2 - Operating Expenses,2.2 - R&D,-1430000000.0
INTC,2009-09-30,3,2009,2 - Operating Expenses,2.3 - Operating Expenses,-12000000.0
INTC,2009-09-30,3,2009,3 - Other Income/Expenses,3.1 - Net Interest Expense,34000000.0
INTC,2009-09-30,3,2009,3 - Other Income/Expenses,3.2 - Net Other Expenses,-144000000.0
INTC,2009-09-30,3,2009,4 - Taxes,4.1 - Taxes,676000000.0
INTC,2009-06-30,2,2009,1 - Gross Profit,1.1 - Revenue,8024000000.0
INTC,2009-06-30,2,2009,1 - Gross Profit,1.2 - COGS,-3945000000.0
INTC,2009-06-30,2,2009,2 - Operating Expenses,2.1 - SG&A,-2697000000.0
INTC,2009-06-30,2,2009,2 - Operating Expenses,2.2 - R&D,-1303000000.0
