name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,03/31/1989
TotalAssets,"680,067,000","682,431,000","676,030,000","664,205,000","612,016,000","593,405,000","616,659,000","644,726,000","623,687,000","632,327,000","623,204,000","644,833,000","635,961,000","661,497,000","697,281,000","711,376,000","766,883,000","756,253,000","789,532,000","793,629,000","785,920,000","831,547,000","841,605,000","877,817,000","510,530,000","502,145,000","501,650,000","476,529,000","447,876,000","446,724,000","428,300,000","435,030,000","428,759,000","437,737,000","444,015,000","464,004,000","467,924,000","425,309,000","401,506,000","382,452,000","377,687,000","368,917,000","348,180,000","321,574,000","296,557,000","285,103,000","281,525,000","286,660,000","291,936,000","314,868,000","360,695,000","359,541,000","376,285,000","601,383,000","648,871,000","661,210,000","725,906,000","697,221,000","709,078,000","702,405,000","715,857,000","732,446,000","750,738,000","759,504,000","810,906,000","825,996,000","813,818,000","842,438,000","851,628,000","873,515,000","1,069,770,000","893,219,000","941,263,000","1,085,555,000","1,127,129,000","1,164,435,000","1,173,980,000","1,182,838,000","1,246,392,000","1,289,208,000","1,295,884,000","1,326,967,000","1,096,364,000","1,078,608,000","830,800,000","864,800,000","540,900,000","513,500,000","502,500,000","493,300,000","489,100,000","465,000,000","448,200,000","423,200,000","403,500,000","379,600,000","360,600,000","354,200,000","342,900,000","329,300,000","225,800,000","200,900,000","192,900,000","178,000,000","169,900,000","156,000,000","146,100,000","140,900,000","142,100,000","137,300,000","128,900,000","116,900,000","102,900,000","94,400,000","91,700,000","87,800,000","82,300,000","80,000,000","79,100,000","76,700,000","75,200,000","47,200,000","40,800,000","36,100,000","18,400,000"
	CurrentAssets,"333,843,000","338,950,000","330,998,000","318,678,000","262,430,000","239,209,000","256,245,000","281,763,000","284,423,000","283,665,000","269,666,000","280,571,000","263,371,000","284,402,000","268,577,000","272,957,000","314,700,000","292,014,000","307,566,000","300,501,000","285,863,000","301,189,000","316,331,000","344,435,000","398,422,000","388,608,000","386,453,000","357,314,000","325,801,000","320,689,000","300,825,000","292,803,000","287,348,000","295,690,000","297,981,000","305,732,000","300,605,000","366,498,000","347,403,000","332,144,000","325,389,000","319,530,000","296,119,000","270,110,000","243,471,000","226,714,000","220,458,000","216,697,000","211,836,000","167,145,000","200,129,000","194,643,000","191,546,000","231,249,000","267,641,000","275,697,000","330,043,000","364,137,000","356,142,000","332,966,000","340,964,000","350,957,000","359,035,000","358,885,000","401,043,000","433,241,000","431,659,000","426,448,000","402,713,000","366,254,000","558,309,000","370,122,000","394,528,000","421,231,000","491,799,000","443,620,000","676,282,000","694,496,000","698,680,000","722,157,000","716,931,000","700,987,000","439,875,000","379,130,000","234,500,000","234,300,000","381,400,000","355,400,000","345,500,000","338,700,000","338,100,000","334,100,000","335,900,000","329,100,000","310,600,000","329,200,000","314,900,000","303,400,000","288,800,000","285,400,000","177,800,000","149,500,000","141,100,000","130,500,000","132,200,000","136,800,000","126,000,000","120,200,000","121,200,000","117,900,000","110,300,000","100,600,000","89,500,000","82,700,000","80,100,000","76,400,000","70,800,000","68,500,000","67,100,000","68,600,000","67,600,000","40,600,000","35,100,000","31,400,000","14,000,000"
		CashCashEquivalentsAndShortTermInvestments,"182,332,000","182,268,000","165,175,000","176,572,000","118,081,000","97,413,000","122,636,000","130,391,000","128,675,000","117,493,000","105,785,000","111,470,000","111,797,000","107,977,000","84,886,000","109,448,000","116,860,000","98,914,000","119,345,000","116,474,000","102,574,000","118,446,000","138,135,000","159,769,000","254,844,000","257,138,000","247,037,000","219,515,000","215,815,000","210,772,000","174,224,000","179,044,000","183,401,000","186,221,000","184,480,000","196,159,000","210,134,000","267,236,000","247,537,000","235,669,000","238,220,000","229,082,000","211,992,000","183,525,000","164,540,000","115,064,000","104,283,000","71,438,000","65,909,000","68,592,000","96,286,000","87,738,000","85,063,000","128,364,000","165,220,000","169,656,000","233,208,000","268,121,000","262,727,000","250,705,000","264,192,000","263,773,000","274,405,000","253,212,000","296,295,000","319,398,000","310,834,000","298,548,000","277,750,000","278,754,000","470,178,000","252,847,000","276,880,000","290,215,000","308,189,000","279,921,000","531,566,000","540,120,000","539,255,000","549,367,000","535,408,000","514,173,000","253,581,000","237,804,000","135,300,000","85,800,000","79,300,000","54,700,000","90,200,000","77,500,000","60,300,000","65,400,000","83,700,000","81,100,000","53,900,000","59,800,000","45,400,000","47,700,000","54,600,000","86,400,000","26,500,000","15,600,000","7,700,000","7,700,000","10,500,000","19,700,000","18,400,000","4,900,000","6,000,000","8,200,000","10,800,000","17,400,000","16,600,000","17,500,000","6,900,000","2,900,000","1,900,000","10,400,000","5,200,000","7,700,000","7,500,000","26,600,000","23,800,000","22,000,000","6,100,000"
			CashAndCashEquivalents,"182,332,000","182,268,000","165,175,000","176,572,000","118,081,000","97,413,000","122,636,000","130,391,000","119,051,000","107,893,000","93,699,000","99,392,000","106,815,000","99,995,000","74,416,000","97,451,000","106,552,000","87,163,000","110,531,000","104,619,000","84,606,000","112,356,000","101,498,000","119,642,000","115,611,000","123,007,000","137,976,000","112,166,000","114,310,000","120,770,000","99,276,000","105,494,000","118,536,000","138,250,000","132,468,000","136,507,000","141,423,000","204,920,000","191,035,000","182,450,000","174,384,000","166,634,000","164,609,000","156,120,000","156,069,000","115,064,000","102,304,000","69,446,000","53,668,000","51,569,000","66,269,000","70,064,000","37,332,000","36,393,000","43,135,000","34,109,000","40,437,000","47,639,000","42,746,000","37,961,000","39,336,000","46,348,000","60,308,000","40,403,000","44,816,000","52,241,000","43,508,000","41,603,000","35,276,000","153,334,000","315,738,000","34,054,000","169,475,000","154,641,000","131,681,000","80,863,000","250,203,000","240,701,000","264,059,000","215,578,000","235,900,000","236,991,000","124,096,000","87,645,000","29,600,000","85,800,000","79,300,000","54,700,000","90,200,000","77,500,000","60,300,000","65,400,000","83,700,000","81,100,000","53,900,000","59,800,000","45,400,000","47,700,000","54,600,000","86,400,000","26,500,000","15,600,000","7,700,000","7,700,000","10,500,000","19,700,000","18,400,000","4,900,000","6,000,000","8,200,000","10,800,000","17,400,000","16,600,000","17,500,000","6,900,000","2,900,000","1,900,000","10,400,000","5,200,000","7,700,000","7,500,000","26,600,000","23,800,000","22,000,000","6,100,000"
			OtherShortTermInvestments,,,,,"0","0","0","0","9,624,000","9,600,000","12,086,000","12,078,000","4,982,000","7,982,000","10,470,000","11,997,000","10,308,000","11,751,000","8,814,000","11,855,000","17,968,000","6,090,000","36,637,000","40,127,000","139,233,000","134,131,000","109,061,000","107,349,000","101,505,000","90,002,000","74,948,000","73,550,000","64,865,000","47,971,000","52,012,000","59,652,000","68,711,000","62,316,000","56,502,000","53,219,000","63,836,000","62,448,000","47,383,000","27,405,000","8,471,000","0","1,979,000","1,992,000","12,241,000","17,023,000","30,017,000","17,674,000","47,731,000","91,971,000","122,085,000","135,547,000","192,771,000","220,482,000","219,981,000","212,744,000","224,856,000","217,425,000","214,097,000","212,809,000","251,479,000","267,157,000","267,326,000","256,945,000","242,474,000","125,420,000","154,440,000","218,793,000","107,405,000","135,574,000","176,508,000","199,058,000","281,363,000","299,419,000","275,196,000","333,789,000","299,508,000","277,182,000","129,485,000","150,159,000","105,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"64,581,000","72,989,000","87,408,000","68,643,000","64,917,000","47,433,000","37,893,000","55,606,000","60,890,000","75,648,000","76,566,000","65,779,000","55,104,000","79,030,000","86,791,000","66,074,000","99,637,000","93,946,000","84,694,000","84,399,000","88,471,000","85,341,000","76,873,000","80,777,000","62,372,000","49,762,000","66,289,000","66,674,000","50,085,000","52,991,000","63,605,000","55,984,000","46,947,000","56,020,000","60,380,000","52,813,000","36,993,000","53,482,000","56,373,000","49,904,000","41,188,000","49,217,000","47,293,000","48,303,000","33,551,000","58,243,000","56,641,000","85,264,000","86,404,000","29,879,000","29,334,000","28,916,000","29,293,000","31,097,000","29,661,000","28,659,000","22,545,000","22,860,000","33,050,000","25,393,000","23,577,000","26,408,000","26,001,000","24,940,000","19,587,000","27,001,000","28,937,000","26,013,000","26,796,000","26,941,000","28,372,000","30,651,000","26,374,000","27,699,000","28,679,000","36,829,000","19,452,000","19,251,000","19,522,000","30,278,000","49,688,000","72,764,000","86,258,000","58,759,000","26,100,000","32,300,000","23,800,000","18,500,000","18,900,000","19,900,000","28,200,000","27,500,000","25,800,000","25,900,000","25,900,000","22,900,000","20,300,000","16,300,000","22,900,000","23,600,000","20,600,000","13,800,000","18,100,000","95,800,000","96,900,000","13,300,000","11,700,000","10,700,000","12,600,000","11,900,000","82,800,000","10,300,000","10,000,000","8,900,000","8,700,000","6,200,000","6,200,000","6,700,000","7,300,000","7,700,000","9,600,000","9,200,000","6,800,000","5,800,000","4,000,000"
			AccountsReceivable,"64,581,000","72,989,000","87,408,000","68,643,000","64,917,000","47,433,000","37,893,000","55,606,000","60,890,000","75,648,000","76,566,000","65,779,000","55,104,000","79,030,000","86,791,000","66,074,000","99,637,000","93,946,000","84,694,000","84,399,000","88,471,000","85,341,000","76,873,000","80,777,000","62,372,000","49,762,000","66,289,000","66,674,000","50,085,000","52,991,000","63,605,000","55,984,000","46,947,000","56,020,000","60,380,000","52,813,000","36,993,000","53,482,000","56,373,000","49,904,000","41,188,000","49,217,000","47,293,000","48,303,000","33,551,000","28,243,000","26,641,000","25,264,000","26,404,000","29,879,000","29,334,000","28,916,000","29,293,000","31,097,000","29,661,000","28,659,000","22,545,000","22,860,000","33,050,000","25,393,000","23,577,000","26,408,000","26,001,000","24,940,000","19,587,000","27,001,000","28,937,000","26,013,000","26,796,000","26,941,000","28,372,000","30,651,000","26,374,000","27,699,000","28,679,000","36,829,000","19,452,000","19,251,000","19,522,000","30,278,000","49,688,000","72,764,000","86,258,000","58,759,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"73,043,000","87,514,000","68,749,000","65,023,000","47,544,000","38,077,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-54,000","-106,000","-106,000","-106,000","-111,000","-184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000","30,000,000","60,000,000","60,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"64,599,000","59,488,000","54,061,000","48,932,000","54,980,000","59,672,000","64,964,000","66,773,000","67,096,000","66,381,000","65,586,000","77,917,000","79,903,000","77,482,000","78,479,000","77,775,000","79,168,000","80,540,000","86,743,000","82,598,000","75,896,000","79,027,000","80,796,000","80,555,000","64,925,000","65,074,000","59,270,000","58,180,000","46,222,000","42,295,000","49,654,000","43,755,000","44,194,000","37,429,000","37,116,000","36,845,000","37,278,000","35,121,000","35,069,000","38,069,000","37,333,000","31,681,000","26,828,000","24,680,000","25,925,000","27,064,000","28,087,000","30,276,000","32,703,000","35,756,000","39,071,000","39,252,000","40,005,000","36,677,000","38,207,000","40,311,000","38,816,000","36,544,000","35,750,000","32,148,000","28,581,000","32,259,000","34,135,000","36,530,000","38,634,000","39,099,000","40,770,000","44,312,000","46,630,000","47,942,000","48,283,000","51,876,000","56,241,000","60,864,000","63,590,000","63,751,000","64,926,000","65,048,000","67,854,000","70,150,000","59,493,000","42,852,000","36,650,000","30,662,000","23,300,000","24,400,000","17,700,000","19,100,000","19,000,000","23,000,000","22,600,000","23,000,000","23,200,000","24,700,000","27,800,000","28,700,000","28,400,000","27,000,000","21,800,000","23,000,000","21,100,000","16,600,000","14,100,000","14,500,000","13,500,000","11,500,000","13,800,000","16,500,000","17,300,000","17,300,000","13,500,000","7,700,000","4,700,000","4,600,000","6,100,000","6,800,000","6,000,000","7,000,000","6,900,000","5,700,000","4,100,000","4,200,000","4,100,000","3,200,000","3,600,000"
			WorkInProcess,,"38,691,000","40,020,000","39,744,000","39,855,000","43,867,000","46,117,000","49,096,000","47,224,000","47,122,000","44,387,000","50,522,000","49,642,000","52,028,000","52,790,000","46,261,000","50,688,000","53,772,000","63,799,000","63,116,000","57,865,000","59,400,000","57,912,000","58,236,000","49,554,000","48,377,000","45,026,000","44,767,000","32,111,000","26,081,000","28,878,000","28,410,000","27,915,000","25,590,000","26,384,000","25,650,000","24,260,000","24,721,000","24,103,000","27,638,000","25,516,000","21,524,000","16,800,000","15,959,000","15,046,000","18,542,000","18,253,000","21,650,000","22,167,000","26,270,000","30,708,000","30,778,000","28,933,000","28,531,000","28,812,000","30,215,000","27,952,000","25,522,000","23,915,000","21,209,000","20,348,000","22,901,000","25,051,000","27,474,000","29,148,000","26,756,000","27,528,000","31,137,000","34,327,000","36,314,000","35,352,000","38,293,000","40,515,000","41,926,000","42,318,000",,"44,460,000","42,374,000","43,965,000","45,548,000",,"25,375,000","23,922,000","18,905,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,,"20,797,000","14,041,000","9,188,000","15,125,000","15,805,000","18,847,000","17,677,000","19,872,000","19,259,000","21,199,000","27,395,000","30,261,000","25,454,000","25,689,000","31,514,000","28,480,000","26,768,000","22,944,000","19,482,000","18,031,000","19,627,000","22,884,000","22,319,000","15,371,000","16,697,000","14,244,000","13,413,000","14,111,000","16,214,000","20,776,000","15,345,000","16,279,000","11,839,000","10,732,000","11,195,000","13,018,000","10,400,000","10,966,000","10,431,000","11,817,000","10,157,000","10,028,000","8,721,000","10,879,000","8,522,000","9,834,000","8,626,000","10,536,000","9,486,000","8,363,000","8,474,000","11,072,000","8,146,000","9,395,000","10,096,000","10,864,000","11,022,000","11,835,000","10,939,000","8,233,000","9,358,000","9,084,000","9,056,000","9,486,000","12,343,000","13,242,000","13,175,000","12,303,000","11,628,000","12,931,000","13,583,000","15,726,000","18,938,000","21,272,000",,"20,466,000","22,674,000","23,889,000","24,602,000",,"17,477,000","12,728,000","11,757,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,"24,205,000","24,354,000","24,531,000","24,452,000","34,691,000","30,752,000","28,993,000","27,762,000","24,143,000","21,729,000","25,405,000","16,567,000","19,913,000","18,421,000","19,660,000","19,035,000","18,614,000","16,784,000","17,030,000","18,922,000","18,375,000","20,527,000","23,334,000","16,281,000","16,634,000","13,857,000","12,945,000","13,679,000","14,631,000","13,342,000","14,020,000","12,806,000","16,020,000","16,005,000","19,915,000","16,200,000","10,659,000","8,424,000","8,502,000","8,648,000","9,550,000","10,006,000","13,602,000","7,980,000","8,387,000","7,486,000","7,199,000","7,663,000","8,208,000","8,427,000","7,660,000","9,745,000","9,649,000","11,730,000","10,116,000","11,760,000",,,,"23,258,000",,,,"22,325,000",,,,"16,173,000",,,,"35,033,000","14,512,000",,,"28,747,000","34,489,000","30,526,000","22,985,000","23,249,000","22,607,000","21,788,000","16,005,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,941,000","29,180,000","30,068,000","31,591,000","35,588,000","41,523,000","49,377,000","49,093,000","48,591,000","41,598,000","35,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,941,000","29,180,000","30,068,000","31,591,000","35,588,000","41,523,000","49,377,000","49,093,000","48,591,000","41,598,000","35,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"22,331,000","24,205,000","24,354,000","24,531,000","24,452,000","34,691,000","30,752,000","28,993,000","27,762,000","24,143,000","21,729,000","25,405,000","16,567,000",,"18,421,000","19,660,000","19,035,000","18,614,000",,"17,030,000","18,922,000","16,662,000","20,527,000","23,334,000","16,281,000","16,634,000","13,857,000","12,945,000","13,679,000","14,631,000","13,342,000","14,020,000","12,806,000","202,241,000","200,485,000","216,074,000","225,651,000","277,895,000","255,961,000","244,171,000",,"238,632,000","221,998,000","197,127,000","11,475,000","17,956,000","23,961,000","22,520,000","19,157,000","24,710,000","27,011,000","31,077,000","27,440,000","25,462,000","22,823,000","26,955,000","23,714,000","36,612,000","24,615,000","24,720,000","1,356,000","28,517,000","24,494,000","44,203,000","24,202,000","47,743,000","51,118,000","57,575,000","35,364,000","12,617,000","11,476,000","34,748,000",,,"62,161,000","33,051,000",,,,,,,,,"49,800,000","91,800,000","260,600,000","263,100,000","217,400,000","218,300,000","227,000,000","218,200,000","203,200,000","197,400,000","203,000,000","217,800,000","220,800,000","212,400,000","189,500,000","152,400,000","109,600,000","103,500,000","101,200,000","12,500,000","11,300,000","92,300,000","82,100,000","88,100,000","85,300,000","80,500,000","3,200,000","65,200,000","58,200,000","51,700,000","58,400,000","60,500,000","56,700,000","44,400,000","47,700,000","47,500,000","46,400,000","600,000","400,000","400,000","300,000"
	TotalNonCurrentAssets,"346,224,000","343,481,000","345,032,000","345,527,000","349,586,000","354,196,000","360,414,000","362,963,000","339,264,000","348,662,000","353,538,000","364,262,000","372,590,000","377,095,000","428,704,000","438,419,000","452,183,000","464,239,000","481,966,000","493,128,000","500,057,000","530,358,000","525,274,000","533,382,000","112,108,000","113,537,000","115,197,000","119,215,000","122,075,000","126,035,000","127,475,000","142,227,000","141,411,000","142,047,000","146,034,000","158,272,000","167,319,000","58,811,000","54,103,000","50,308,000","52,298,000","49,387,000","52,061,000","51,464,000","53,086,000","58,389,000","61,067,000","69,963,000","80,100,000","147,723,000","160,566,000","164,898,000","184,739,000","370,134,000","381,230,000","385,513,000","395,863,000","333,084,000","352,936,000","369,439,000","374,893,000","381,489,000","391,703,000","400,619,000","409,863,000","392,755,000","382,159,000","415,990,000","448,915,000","507,261,000","511,461,000","523,097,000","546,735,000","664,324,000","635,330,000","720,815,000","497,698,000","488,342,000","547,712,000","567,051,000","578,953,000","625,980,000","656,489,000","699,478,000","596,300,000","630,500,000","159,500,000","158,100,000","157,000,000","154,600,000","151,000,000","130,900,000","112,300,000","94,100,000","92,900,000","50,400,000","45,700,000","50,800,000","54,100,000","43,900,000","48,000,000","51,400,000","51,800,000","47,500,000","37,700,000","19,200,000","20,100,000","20,700,000","20,900,000","19,400,000","18,600,000","16,300,000","13,400,000","11,700,000","11,600,000","11,400,000","11,500,000","11,500,000","12,000,000","8,100,000","7,600,000","6,600,000","5,700,000","4,700,000","4,400,000"
		NetPPE,"61,844,000","61,396,000","62,572,000","62,145,000","62,821,000","64,726,000","65,685,000","64,626,000","34,883,000","35,724,000","36,418,000","37,674,000","40,423,000","43,236,000","49,356,000","48,780,000","49,481,000","51,576,000","52,072,000","53,318,000","51,852,000","50,462,000","50,182,000","50,512,000","27,796,000","40,070,000","41,132,000","41,432,000","41,719,000","42,345,000","41,733,000","40,596,000","40,384,000","41,314,000","42,064,000","40,724,000","40,430,000","38,735,000","40,459,000","40,385,000","39,322,000","36,883,000","35,892,000","35,863,000","36,507,000","36,283,000","36,981,000","38,014,000","40,307,000","42,017,000","44,113,000","43,575,000","43,617,000","44,813,000","46,101,000","47,228,000","46,696,000","47,258,000","47,681,000","45,248,000","45,450,000","45,170,000","45,153,000","45,708,000","47,586,000","49,002,000","51,774,000","51,313,000","53,800,000","56,520,000","58,978,000","61,284,000","62,786,000","63,877,000","64,197,000","63,371,000","63,222,000","66,460,000","67,155,000","67,908,000","68,554,000","70,006,000","65,295,000","64,296,000","57,300,000","55,800,000","45,000,000","43,500,000","42,600,000","40,300,000","36,700,000","33,600,000","29,500,000","28,700,000","27,400,000","27,900,000","29,100,000","27,800,000","25,500,000","24,700,000","22,900,000","21,900,000","20,100,000","19,400,000","18,900,000","18,900,000","19,800,000","20,400,000","20,500,000","19,200,000","18,400,000","16,200,000","13,300,000","11,700,000","11,500,000","11,400,000","11,400,000","11,500,000","12,000,000","8,100,000","7,500,000","6,600,000","5,600,000","4,700,000","4,300,000"
			GrossPPE,"61,844,000","170,000,000","168,804,000","191,035,000","188,811,000","203,069,000","202,548,000","204,611,000","176,250,000","175,034,000","174,301,000","173,858,000","171,683,000","172,442,000","181,214,000","176,001,000","184,267,000","182,544,000","178,970,000","176,537,000","170,795,000","214,444,000","210,461,000","207,439,000","181,874,000",,,,"209,608,000",,,,"209,307,000",,,,"212,618,000",,,,"204,059,000",,,,"196,711,000",,,,"193,725,000","192,653,000","194,749,000","194,211,000","194,253,000","197,660,000","198,948,000","200,075,000","199,543,000","193,853,000","194,276,000","45,248,000","192,045,000","187,868,000","187,851,000","188,406,000","190,284,000","176,900,000","179,672,000","179,211,000","181,698,000","170,887,000","173,345,000","175,651,000","177,153,000","160,028,000","160,348,000","159,522,000","159,373,000","149,735,000","150,430,000","151,183,000",,"148,822,000","140,107,000","134,824,000","119,700,000","114,300,000","101,800,000","87,000,000","94,900,000","90,200,000","84,500,000","73,000,000","68,900,000","68,100,000","66,800,000","55,700,000","56,900,000","55,600,000","56,900,000","54,300,000","50,800,000","48,000,000","45,000,000","42,800,000","32,800,000","32,800,000","33,700,000","34,300,000","34,400,000","33,100,000","32,300,000","25,900,000","23,000,000","21,400,000","21,200,000","19,100,000","19,100,000","19,200,000","19,700,000","14,900,000","14,300,000","13,400,000","12,400,000","11,600,000","11,200,000"
				Properties,,,,,"0","178,506,000","176,456,000","176,743,000","0","175,034,000","174,301,000","173,858,000","0","172,442,000","181,214,000","176,001,000","0","182,544,000","178,970,000","176,537,000","0","214,444,000","210,461,000","207,439,000","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"1,456,000",,,,"1,456,000",,,,"1,456,000",,,,"1,456,000",,,,"1,456,000",,,,"1,456,000",,,,"1,456,000",,,,"2,099,000",,,,"2,099,000",,,,"2,099,000",,,,"2,099,000",,,,"2,099,000",,,,"2,099,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,"3,554,000",,,,"3,554,000",,,,"3,516,000",,,,"27,827,000",,,,"27,827,000",,,,"27,809,000",,,,"27,672,000",,,,"27,972,000",,,,"41,337,000",,,,"42,073,000",,,,"41,738,000",,,,"41,584,000",,,,"43,303,000",,,,"42,704,000",,,,"38,536,000",,,,"38,216,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,,"152,703,000",,,,"163,602,000",,,,"158,406,000",,,,"165,848,000",,,,"152,875,000",,,,"165,145,000",,,,"163,630,000",,,,"163,564,000",,,,"169,869,000",,,,"161,089,000",,,,"153,671,000",,,,"150,932,000",,,,"150,724,000",,,,"155,706,000",,,,"148,357,000",,,,"143,972,000",,,,"136,895,000",,,,"10,379,000",,,"159,522,000","119,058,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"61,844,000","170,000,000","168,804,000","191,035,000","23,591,000","203,069,000","202,548,000","204,611,000",,"175,034,000","174,301,000","173,858,000",,"172,442,000","181,214,000","176,001,000",,"182,544,000","178,970,000","176,537,000",,"214,444,000","210,461,000","207,439,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,115,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,"910,000",,,,,,,,"3,024,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,,,,"12,517,000",,,,"12,648,000",,,,"13,277,000",,,,"14,865,000",,,,"14,366,000",,,,"13,213,000",,,,"16,695,000",,,,"16,460,000",,,,"13,484,000",,,,"13,842,000",,,,"13,612,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
