name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,03/31/1989
		GainsLossesNotAffectingRetainedEarnings,,"-2,211,000","-2,563,000","-2,714,000","-2,603,000","-2,349,000","-2,256,000","-2,295,000","-2,331,000","-2,578,000","-1,991,000","-871,000","-1,452,000","-2,657,000","-3,124,000","-3,755,000","-4,156,000","-3,398,000","-3,199,000","-2,699,000","-2,910,000","-2,482,000","-1,863,000","-1,779,000","-1,884,000","-895,000","-525,000","-381,000","-145,000","-477,000","-621,000","-501,000","-261,000","-162,000","-186,000","-255,000","-345,000","297,000","304,000","450,000","499,000","153,000","76,000","24,000",,,"393,000","304,000","-533,000","-618,000","-537,000","-9,099,000","-1,378,000","-554,000","-412,000","-501,000","-230,000","-587,000","-244,000","1,065,000","-518,000","1,618,000","2,079,000","-1,717,000","-225,000","-2,816,000","1,312,000","14,460,000","14,759,000","8,944,000","-10,318,000","-17,944,000","-16,171,000","-13,008,000","5,323,000","18,143,000","20,193,000","-1,673,000","-51,536,000","-44,127,000","-47,861,000","-19,222,000","-3,455,000","4,675,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158,000","727,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","100,000","223,500,000","215,000,000","214,400,000","219,500,000","216,500,000","214,600,000","212,800,000","204,300,000","198,900,000","-37,300,000","186,000,000","184,600,000","182,200,000","180,300,000","92,600,000","88,200,000","83,000,000","80,100,000","79,700,000","78,200,000","77,300,000","76,000,000","75,700,000","74,400,000","73,100,000","70,900,000","69,400,000","67,900,000","67,600,000","67,000,000","66,500,000","66,300,000","66,100,000","66,100,000","65,900,000","43,200,000","43,100,000","43,100,000","29,900,000"
TotalCapitalization,"542,361,000","539,108,000","530,631,000","513,750,000","452,731,000","448,875,000","467,464,000","506,817,000","509,814,000","522,161,000","496,319,000","544,667,000","517,360,000","498,673,000","545,744,000","569,116,000","571,285,000","581,421,000","596,559,000","626,653,000","636,390,000","676,632,000","697,628,000","727,330,000","440,975,000","434,429,000","422,550,000","404,743,000","385,680,000","379,702,000","367,175,000","360,016,000","357,550,000","366,952,000","372,199,000","388,118,000","393,561,000","351,973,000","341,359,000","328,119,000","318,722,000","304,324,000","285,698,000","265,477,000","253,360,000","246,735,000","249,561,000","251,152,000","254,939,000","268,114,000","273,125,000","276,643,000","286,232,000","515,196,000","598,026,000","596,864,000","598,692,000","620,484,000","627,973,000","624,525,000","631,584,000","651,794,000","669,339,000","683,702,000","711,591,000","721,286,000","746,776,000","774,037,000","790,112,000","816,255,000","1,004,065,000","816,612,000","869,196,000","1,017,722,000","1,051,521,000","1,081,735,000","1,099,770,000","1,088,213,000","1,135,867,000","1,143,511,000","1,115,655,000","1,121,669,000","894,239,000","879,340,000","647,700,000","687,800,000","483,700,000","463,400,000","452,200,000","447,500,000","434,700,000","418,900,000","403,500,000","380,100,000","360,500,000","342,300,000","323,500,000","311,600,000","298,800,000","284,800,000","186,000,000","171,900,000","157,800,000","147,200,000","140,000,000","132,000,000","125,100,000","118,200,000","112,800,000","105,400,000","98,500,000","91,000,000","84,900,000","79,400,000","75,800,000","72,200,000","69,100,000","66,200,000","63,800,000","61,700,000","59,700,000","33,900,000","31,100,000","28,400,000","12,500,000"
CommonStockEquity,"384,427,000","376,893,000","364,130,000","342,959,000","327,659,000","309,645,000","295,177,000","281,155,000","258,457,000","261,126,000","230,620,000","245,672,000","217,693,000","218,292,000","258,765,000","267,495,000","270,430,000","273,674,000","281,407,000","291,168,000","305,520,000","338,535,000","359,422,000","388,952,000","440,975,000","434,429,000","422,550,000","404,743,000","385,680,000","379,702,000","367,175,000","360,016,000","357,550,000","366,952,000","372,199,000","388,118,000","393,561,000","351,973,000","341,359,000","328,119,000","318,722,000","304,324,000","285,698,000","265,477,000","253,360,000","246,735,000","249,561,000","251,152,000","254,939,000","268,114,000","273,125,000","276,643,000","286,232,000","515,196,000","518,026,000","516,864,000","509,572,000","506,984,000","504,473,000","501,025,000","498,084,000","518,294,000","525,839,000","530,202,000","542,591,000","552,286,000","562,776,000","590,037,000","606,112,000","632,255,000","631,761,000","641,308,000","661,135,000","791,221,000","800,771,000","821,735,000","839,770,000","828,213,000","875,867,000","883,511,000","855,655,000","861,669,000","634,239,000","619,340,000","465,200,000","459,800,000","483,700,000","463,400,000","452,200,000","447,500,000","434,700,000","418,900,000","403,500,000","380,100,000","360,500,000","342,300,000","323,500,000","311,600,000","298,800,000","284,800,000","186,000,000","171,900,000","157,800,000","147,200,000","140,000,000","132,000,000","125,100,000","118,200,000","112,800,000","105,400,000","98,500,000","91,000,000","84,800,000","79,300,000","75,600,000","71,900,000","68,700,000","65,700,000","63,200,000","61,100,000","58,900,000","32,900,000","29,900,000","27,200,000","9,900,000"
CapitalLeaseObligations,"18,906,000","24,067,000","24,802,000","24,736,000","26,124,000","27,107,000","28,596,000","30,403,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"110,592,000","105,883,000","92,909,000","71,122,000","53,168,000","31,750,000","13,879,000","-3,546,000","-30,382,000","-31,365,000","-66,083,000","-67,437,000","-101,129,000","-102,188,000","-108,810,000","-108,958,000","-118,191,000","-123,429,000","-132,003,000","-132,273,000","-124,612,000","-121,959,000","-100,110,000","-78,359,000","386,630,000","379,347,000","366,731,000","348,188,000","328,388,000","321,674,000","308,410,000","300,514,000","297,312,000","305,977,000","310,487,000","325,669,000","330,376,000","351,076,000","341,359,000","328,119,000","318,722,000","304,324,000","285,698,000","265,477,000","253,360,000","246,735,000","249,561,000","251,152,000","254,711,000","266,518,000","270,160,000","272,309,000","280,417,000","283,784,000","284,156,000","280,328,000","270,369,000","265,115,000","259,938,000","253,824,000","248,073,000","264,755,000","268,769,000","269,601,000","278,191,000","282,758,000","288,124,000","299,653,000","297,880,000","306,184,000","287,852,000","279,554,000","281,693,000","394,863,000","398,705,000","402,428,000","633,302,000","601,108,000","626,929,000","613,128,000","569,297,000","554,502,000","306,931,000","267,740,000","70,200,000","41,400,000","483,700,000","463,400,000","452,200,000","447,500,000","434,700,000","418,900,000","403,500,000","380,100,000","360,500,000","342,300,000","323,500,000","311,600,000","298,800,000","284,800,000","186,000,000","171,900,000","157,800,000","147,200,000","140,000,000","132,000,000","125,100,000","118,200,000","112,800,000","105,400,000","98,500,000","91,000,000","84,800,000","79,300,000","75,600,000","71,900,000","68,700,000","65,700,000","63,200,000","61,100,000","58,900,000","32,900,000","29,900,000","27,200,000","9,900,000"
WorkingCapital,"254,112,000","251,116,000","240,476,000","224,951,000","162,611,000","157,781,000","173,128,000","211,574,000","215,005,000","212,773,000","182,940,000","214,509,000","179,724,000","155,420,000","152,030,000","166,634,000","157,150,000","156,820,000","154,581,000","174,751,000","174,686,000","190,401,000","204,036,000","227,179,000","337,676,000","328,065,000","314,548,000","288,792,000","267,193,000","258,678,000","244,922,000","235,890,000","234,255,000","243,902,000","246,662,000","251,156,000","248,629,000","301,654,000","294,752,000","281,678,000","271,049,000","260,122,000","239,342,000","218,658,000","205,514,000","193,644,000","194,387,000","187,973,000","182,455,000","128,031,000","120,159,000","119,103,000","110,535,000","151,093,000","222,610,000","216,990,000","218,317,000","302,606,000","293,205,000","272,856,000","277,077,000","295,208,000","304,770,000","310,430,000","328,483,000","355,587,000","387,707,000","380,746,000","363,612,000","331,047,000","518,308,000","319,850,000","348,806,000","368,669,000","432,070,000","377,215,000","617,173,000","617,719,000","602,892,000","592,302,000","552,227,000","510,097,000","254,744,000","209,018,000","63,100,000","58,600,000","324,200,000","326,700,000","295,200,000","292,900,000","283,700,000","288,000,000","291,200,000","286,000,000","267,600,000","291,900,000","277,800,000","260,900,000","244,600,000","240,800,000","138,000,000","120,500,000","106,000,000","99,700,000","102,300,000","112,900,000","105,000,000","97,500,000","91,900,000","86,000,000","79,900,000","74,700,000","71,400,000","67,700,000","64,300,000","60,800,000","57,600,000","54,600,000","51,800,000","53,500,000","52,000,000","27,200,000","25,500,000","23,600,000","8,200,000"
InvestedCapital,"170,696,000","547,490,000","534,635,000","535,234,000","474,205,000","466,071,000","484,654,000","514,613,000","518,104,000","536,265,000","520,845,000","546,480,000","518,868,000","520,916,000","561,062,000","592,270,000","605,052,000","609,034,000","617,089,000","628,961,000","643,947,000","677,039,000","697,870,000","727,452,000","440,975,000","434,429,000","422,550,000","404,743,000","385,680,000","379,702,000","367,175,000","360,016,000","357,550,000","366,952,000","372,199,000","388,118,000","393,561,000","351,973,000","341,359,000","328,119,000","318,722,000","304,324,000","285,698,000","265,477,000","253,360,000","246,735,000","249,561,000","251,152,000","254,939,000","268,114,000","273,125,000","276,643,000","286,232,000","515,196,000","598,026,000","596,864,000","598,692,000","620,484,000","627,973,000","624,525,000","631,584,000","651,794,000","669,339,000","683,702,000","711,591,000","721,286,000","746,776,000","774,037,000","790,112,000","816,255,000","1,004,065,000","816,612,000","869,196,000","1,017,722,000","1,051,521,000","1,081,735,000","1,099,770,000","1,088,213,000","1,135,867,000","1,143,511,000","1,115,655,000","1,121,669,000","894,239,000","879,340,000","685,200,000","712,800,000","483,700,000","463,400,000","452,200,000","447,500,000","434,700,000","418,900,000","403,500,000","380,100,000","360,500,000","342,300,000","323,500,000","311,600,000","298,800,000","284,800,000","186,000,000","171,900,000","157,800,000","147,200,000","140,000,000","132,000,000","125,100,000","118,200,000","112,900,000","105,500,000","98,600,000","91,200,000","85,200,000","79,700,000","76,100,000","72,500,000","69,500,000","66,800,000","64,500,000","62,600,000","60,700,000","35,000,000","32,200,000","29,900,000","14,300,000"
TangibleBookValue,"110,592,000","105,883,000","92,909,000","71,122,000","53,168,000","31,750,000","13,879,000","-3,546,000","-30,382,000","-31,365,000","-66,083,000","-67,437,000","-101,129,000","-102,188,000","-108,810,000","-108,958,000","-118,191,000","-123,429,000","-132,003,000","-132,273,000","-124,612,000","-121,959,000","-100,110,000","-78,359,000","386,630,000","379,347,000","366,731,000","348,188,000","328,388,000","321,674,000","308,410,000","300,514,000","297,312,000","305,977,000","310,487,000","325,669,000","330,376,000","351,076,000","341,359,000","328,119,000","318,722,000","304,324,000","285,698,000","265,477,000","253,360,000","246,735,000","249,561,000","251,152,000","254,711,000","266,518,000","270,160,000","272,309,000","280,417,000","283,784,000","284,156,000","280,328,000","270,369,000","265,115,000","259,938,000","253,824,000","248,073,000","264,755,000","268,769,000","269,601,000","278,191,000","282,758,000","288,124,000","299,653,000","297,880,000","306,184,000","287,852,000","279,554,000","281,693,000","394,863,000","398,705,000","402,428,000","633,302,000","601,108,000","626,929,000","613,128,000","569,297,000","554,502,000","306,931,000","267,740,000","70,200,000","41,400,000","483,700,000","463,400,000","452,200,000","447,500,000","434,700,000","418,900,000","403,500,000","380,100,000","360,500,000","342,300,000","323,500,000","311,600,000","298,800,000","284,800,000","186,000,000","171,900,000","157,800,000","147,200,000","140,000,000","132,000,000","125,100,000","118,200,000","112,800,000","105,400,000","98,500,000","91,000,000","84,800,000","79,300,000","75,600,000","71,900,000","68,700,000","65,700,000","63,200,000","61,100,000","58,900,000","32,900,000","29,900,000","27,200,000","9,900,000"
TotalDebt,"189,602,000","194,664,000","195,307,000","217,011,000","172,670,000","183,533,000","218,073,000","263,861,000","259,647,000","275,139,000","290,225,000","300,808,000","301,175,000","302,624,000","302,297,000","324,775,000","334,622,000","335,360,000","335,682,000","337,793,000","338,427,000","338,504,000","338,448,000","338,500,000",,,,,,,,,,,,,,,"7,496,000",,,,,,,,,,,,,,,,"80,000,000","80,000,000","89,120,000","113,500,000","123,500,000","123,500,000","133,500,000","133,500,000","143,500,000","153,500,000","169,000,000","169,000,000","184,000,000","184,000,000","184,000,000","184,000,000","372,304,000","175,304,000","208,061,000","226,501,000","250,750,000","260,000,000","260,000,000","260,000,000","260,000,000","260,000,000","260,000,000","260,000,000","260,000,000","260,000,000","220,000,000","253,000,000",,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000","100,000","200,000","400,000","400,000","500,000","600,000","800,000","1,100,000","1,300,000","1,500,000","1,800,000","2,100,000","2,300,000","2,700,000","4,400,000"
NetDebt,,,"5,330,000","15,703,000","28,465,000","59,013,000","66,841,000","103,067,000","140,596,000","167,246,000","196,526,000","201,416,000","194,360,000","202,629,000","227,881,000","227,324,000","228,070,000","248,197,000","225,151,000","233,174,000","253,821,000","226,148,000","236,950,000","218,858,000",,,,,,,,,,,,,,,"7,496,000",,,,,,,,,,,,,,,,"36,865,000","45,891,000","48,683,000","65,861,000","80,754,000","85,539,000","94,164,000","87,152,000","83,192,000","113,097,000","124,184,000","116,759,000","140,492,000","142,397,000","148,724,000","30,666,000","56,566,000","141,250,000","38,586,000","71,860,000","119,069,000","179,137,000","9,797,000","19,299,000",,"44,422,000","24,100,000","23,009,000","135,904,000","172,355,000","190,400,000","167,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"136,155,870","136,078,000","135,147,000","134,513,000","133,883,000","133,502,000","132,536,000","131,905,000","129,728,000","129,275,000","125,613,000","124,311,000","123,895,000","123,138,000","122,730,000","121,999,000","121,645,000","121,000,000","120,001,000","119,095,000","118,651,000","117,951,000","117,560,000","116,886,000","117,288,000","118,893,494","118,364,668","117,332,000","115,671,000","116,281,446","115,835,579","115,529,000","115,500,000","116,139,000","117,358,000","118,407,000","117,675,000","117,542,000","118,123,000","118,103,000","118,342,000","117,805,000","116,675,000","115,684,000","115,855,000","115,602,000","115,294,000","115,556,068","115,339,068","115,442,000","115,185,000","115,157,000","115,134,000","115,108,000","115,012,000","114,769,861","114,526,000","114,496,000","114,323,000","114,104,000","113,646,000","113,617,000","113,616,000","113,612,000","113,610,000","113,421,564","113,421,226","113,115,579","113,040,000","112,772,007","112,502,189","112,521,614","112,358,043","112,308,169","109,713,372","109,636,811","109,428,061","109,362,409","108,845,343","108,242,910","107,533,379","107,379,138","98,892,810","98,366,000","95,852,000","94,960,000","94,388,000","93,536,000","93,724,000","94,072,000","93,712,000","93,484,000","93,164,000","92,272,000","91,512,000","90,716,000","89,420,000","89,112,000","88,492,000","88,108,000","78,012,000","76,756,000","75,560,000","74,748,000","74,616,000","74,020,000","73,644,000","73,048,000","72,952,000","72,436,000","71,668,000","68,076,000","69,680,000","68,312,000","68,076,000","67,504,000","67,140,000","66,716,000","66,560,000","66,848,000","66,792,000","66,432,000","57,348,000","57,312,000","57,312,000"
OrdinarySharesNumber,"136,155,870","136,078,000","135,147,000","134,513,000","133,883,000","133,502,000","132,536,000","131,905,000","129,728,000","129,275,000","125,613,000","124,311,000","123,895,000","123,138,000","122,730,000","121,999,000","121,645,000","121,000,000","120,001,000","119,095,000","118,651,000","117,951,000","117,560,000","116,675,000","117,288,000","118,666,983","118,364,668","117,332,000","115,671,000","116,281,446","115,835,579","115,529,000","115,500,000","116,139,000","117,358,000","118,213,000","117,675,000","117,542,000","118,123,000","117,881,000","117,971,000","117,805,000","116,675,000","115,684,000","115,592,000","115,339,000","115,294,000","115,339,068","115,339,068","115,442,000","115,185,000","115,157,000","115,134,000","115,108,000","115,012,000","114,769,861","114,526,000","114,496,000","114,323,000","114,104,000","113,646,000","113,617,000","113,616,000","113,612,000","113,610,000","113,421,564","113,421,226","113,115,579","113,040,000","112,772,007","112,502,189","112,521,614","112,358,043","112,308,169","109,713,372","109,636,811","109,428,061","109,362,409","108,845,343","108,242,910","107,533,379","107,379,138","98,892,810","98,366,000","95,852,000","94,960,000","94,388,000","93,536,000","93,724,000","94,072,000","93,712,000","93,484,000","93,164,000","92,272,000","91,512,000","90,716,000","89,420,000","89,112,000","88,492,000","88,108,000","78,012,000","76,756,000","75,560,000","74,748,000","74,616,000","74,020,000","73,644,000","73,048,000","72,952,000","72,436,000","71,668,000","68,076,000","69,680,000","68,312,000","68,076,000","67,504,000","67,140,000","66,716,000","66,560,000","66,848,000","66,792,000","66,432,000","57,348,000","57,312,000","57,312,000"
TreasurySharesNumber,,,,,,,,,,,,,,,,,,,,,,,,"211,000",,"226,511",,,,,,,,,,"194,000",,,,"222,000","371,000",,,,"263,000","263,000",,"217,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
