name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,03/31/1987,03/31/1986
			OtherEquityAdjustments,,,,,,,,,,,,,,"22,000,000","6,000,000",,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,"2,000",,,,,,,"31,000",,,,,"533,600,000","504,900,000","492,800,000","483,400,000","473,100,000","460,600,000","299,100,000","120,000,000"
	MinorityInterest,,,,,,,,,,,"0","1,076,000,000","169,000,000","265,000,000","290,000,000","234,988,000","840,641,000","717,640,000",,,,,,,,,,,,,,,,,,
TotalCapitalization,"6,167,000,000","3,313,000,000","2,380,000,000","1,936,000,000","1,851,000,000","1,620,000,000","2,222,000,000","2,542,000,000","2,575,000,000","3,117,000,000","3,201,000,000","4,900,000,000","4,620,000,000","8,021,000,000","9,457,000,000","4,678,902,000","4,638,321,000","4,337,984,000","4,247,102,000","4,228,000,000","4,339,640,000","3,406,555,000","3,377,465,000","2,692,232,000","2,466,708,000","2,315,093,000","1,811,017,000","1,431,775,000","1,066,400,000","825,400,000","767,600,000","817,300,000","775,200,000","795,800,000","606,500,000","540,800,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,000","35,000",,,,,,,,
CommonStockEquity,"5,837,000,000","2,827,000,000","1,266,000,000","611,000,000","416,000,000","-412,000,000","187,000,000","544,000,000","538,000,000","1,590,000,000","1,013,000,000","648,000,000","-82,000,000","2,990,000,000","5,785,000,000","3,351,837,000","3,010,053,000","2,438,310,000","2,467,265,000","3,555,055,000","3,171,667,000","1,979,273,000","2,005,049,000","2,029,543,000","2,021,878,000","2,100,128,000","1,735,231,000","1,352,236,000","1,046,700,000","783,400,000","636,300,000","690,900,000","644,800,000","659,900,000","472,500,000","389,200,000"
CapitalLeaseObligations,"201,000,000","242,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"5,319,000,000","2,328,000,000","751,000,000","83,000,000","-105,000,000","-879,000,000","-417,000,000","-367,000,000","-111,000,000","1,267,000,000","653,000,000","227,000,000","-573,000,000","496,000,000","1,361,000,000","3,351,837,000","3,010,053,000","2,438,310,000","2,467,265,000","3,555,055,000","3,171,667,000","1,979,273,000","2,005,049,000","2,029,543,000","2,021,878,000","2,100,128,000","1,735,265,000","1,352,271,000","1,046,700,000","783,400,000","636,300,000","690,900,000","644,800,000","659,900,000","472,500,000","389,200,000"
WorkingCapital,"3,726,000,000","2,238,000,000","1,556,000,000","1,136,000,000","1,184,000,000","917,000,000","1,296,000,000","1,266,000,000","868,000,000","1,455,000,000","1,920,000,000","2,065,000,000","153,000,000","1,191,000,000","1,111,000,000","1,736,876,000","1,381,621,000","1,448,008,000","647,599,000","1,039,172,000","1,433,580,000","499,226,000","721,308,000","448,497,000","445,604,000","475,032,000","394,452,000","509,567,000","385,200,000","170,900,000","79,000,000","317,900,000","306,100,000","316,800,000","237,400,000","100,700,000"
InvestedCapital,"6,167,000,000","3,313,000,000","2,516,000,000","2,006,000,000","1,851,000,000","1,850,000,000","2,399,000,000","2,602,000,000","2,580,000,000","3,606,000,000","3,434,000,000","5,208,000,000","4,906,000,000","8,259,000,000","9,582,000,000","4,722,127,000","4,869,149,000","4,531,250,000","4,408,791,000","4,559,698,000","4,469,210,000","3,454,181,000","3,529,046,000","2,765,197,000","2,509,071,000","2,372,024,000","1,871,337,000","1,483,939,000","1,113,100,000","994,000,000","828,600,000","869,700,000","837,000,000","830,400,000","643,200,000","551,600,000"
TangibleBookValue,"5,319,000,000","2,328,000,000","751,000,000","83,000,000","-105,000,000","-879,000,000","-417,000,000","-367,000,000","-111,000,000","1,267,000,000","653,000,000","227,000,000","-573,000,000","496,000,000","1,361,000,000","3,351,837,000","3,010,053,000","2,438,310,000","2,467,265,000","3,555,055,000","3,171,667,000","1,979,273,000","2,005,049,000","2,029,543,000","2,021,878,000","2,100,128,000","1,735,231,000","1,352,236,000","1,046,700,000","783,400,000","636,300,000","690,900,000","644,800,000","659,900,000","472,500,000","389,200,000"
TotalDebt,"531,000,000","728,000,000","1,250,000,000","1,395,000,000","1,435,000,000","2,262,000,000","2,212,000,000","2,058,000,000","2,042,000,000","2,016,000,000","2,421,000,000","4,560,000,000","4,988,000,000","5,269,000,000","3,797,000,000","1,370,290,000","1,859,096,000","2,092,940,000","1,941,526,000","1,004,643,000","1,297,543,000","1,474,908,000","1,523,997,000","735,654,000","487,193,000","271,896,000","136,106,000","131,703,000","66,400,000","210,600,000","192,300,000","178,800,000","192,200,000","170,500,000","170,700,000","162,400,000"
NetDebt,,,"172,000,000","210,000,000","171,000,000","1,477,000,000","1,407,000,000","1,189,000,000","1,493,000,000","1,147,000,000","1,815,000,000","2,903,000,000","4,055,000,000","3,837,000,000","2,417,000,000","737,223,000","940,719,000","907,136,000","1,512,778,000","577,355,000","706,086,000","1,180,783,000","1,162,089,000","494,996,000","320,999,000","158,542,000","14,763,000","71,280,000","14,400,000","56,700,000","143,200,000","99,100,000",,,"141,800,000","147,000,000"
ShareIssued,"1,217,000,000","1,175,000,000","1,010,000,000","979,000,000","949,000,000","806,000,000","788,000,000","735,000,000","722,000,000","706,000,000","691,000,000","679,000,000","615,000,000","606,000,000","547,000,000","435,526,719","391,738,648","350,252,591","344,528,152","340,503,000","314,137,000","297,312,000","290,954,000","284,246,000","275,160,000","209,038,000","190,834,000","184,888,000","176,452,000","168,062,000","164,676,000","162,286,000","159,894,000","157,022,000","116,510,000","114,318,000"
OrdinarySharesNumber,"1,211,000,000","1,170,000,000","1,005,000,000","967,000,000","935,000,000","792,000,000","776,000,000","725,000,000","713,000,000","698,000,000","683,000,000","671,000,000","608,000,000","606,000,000","547,000,000","435,526,719","391,738,648","350,252,591","344,528,152","340,503,000","314,137,000","297,312,000","290,954,000","284,246,000","275,160,000","209,038,000","190,834,000","184,888,000","176,452,000","168,062,000","164,676,000","162,286,000","159,894,000","157,022,000","116,510,000","114,318,000"
TreasurySharesNumber,"6,000,000","5,000,000","5,000,000","12,000,000","14,000,000","14,000,000","12,000,000","10,000,000","9,000,000","8,000,000","8,000,000","8,000,000","7,000,000",,,,,,,,,,,,,,,,,,,,,,,
