name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,12/31/1988,12/31/1987,03/31/1987,03/31/1986
		InvestmentsAndAdvances,"63,000,000","60,000,000","59,000,000","58,000,000","58,000,000","59,000,000","58,000,000","57,000,000","58,000,000","58,000,000","57,000,000","57,000,000","58,000,000","57,000,000","58,000,000","58,000,000","59,000,000","60,000,000","62,000,000",,,,,,"0","0","0","80,000,000","90,000,000","121,000,000","149,000,000","180,000,000","181,000,000","180,000,000","180,000,000","169,000,000","427,000,000","536,000,000","486,000,000","486,000,000",,"0","148,000,000","270,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"63,000,000","60,000,000","59,000,000","58,000,000","58,000,000","59,000,000","58,000,000","57,000,000","58,000,000","58,000,000","57,000,000","57,000,000","58,000,000","57,000,000","58,000,000","58,000,000","59,000,000","60,000,000","62,000,000",,,,,,,,,,,,,,"0","0","0","0","278,000,000","486,000,000","486,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","80,000,000","90,000,000","121,000,000","149,000,000","180,000,000","181,000,000","180,000,000","180,000,000","169,000,000","149,000,000","50,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"1,245,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,996,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"1,245,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,996,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"144,000,000","170,000,000","152,000,000","172,000,000","169,000,000","115,000,000","100,000,000","95,000,000","95,000,000","94,000,000","71,000,000","68,000,000","71,000,000","57,000,000","59,000,000","52,000,000","47,000,000","47,000,000","59,000,000","56,000,000","134,000,000","89,000,000","108,000,000","111,000,000","125,000,000","117,000,000","119,000,000","113,000,000","106,000,000","264,000,000","248,000,000","223,000,000","247,000,000","279,000,000","263,000,000","247,000,000","249,000,000","257,000,000","272,000,000","285,000,000","310,000,000","289,000,000","352,000,000","438,000,000","573,000,000","495,000,000","472,000,000","471,000,000","509,000,000","535,000,000","556,000,000","486,000,000","520,000,000","507,000,000","806,000,000","798,000,000","773,000,000","1,063,504,000","993,182,000","960,305,000","1,027,942,000","376,169,000","379,018,000","377,752,000","382,406,000","353,302,000","339,521,000","328,442,000","345,575,000","337,818,000","684,739,000","693,568,000","718,694,000","570,048,000","550,100,000","535,828,000","554,995,000","624,170,000","611,846,000","484,402,000","473,579,000","413,342,000","428,436,000","429,465,000","444,584,000","448,911,000","410,015,000","403,381,000","422,473,000","375,410,000","367,921,000","362,205,000","349,315,000","346,831,000","353,953,000","323,436,000","328,804,000","317,074,000","291,394,000","281,553,000","298,408,000","250,160,000","222,397,000","214,641,000","194,872,000","127,127,000","96,646,000","69,256,000","60,719,000","40,900,000","35,800,000","21,100,000","17,100,000","23,600,000","23,600,000","22,400,000","39,300,000","68,100,000","67,400,000","67,900,000","68,200,000","64,900,000","62,700,000","28,400,000","22,800,000","17,000,000","13,500,000","17,900,000","2,600,000","1,900,000"
TotalLiabilitiesNetMinorityInterest,"3,125,000,000","3,156,000,000","3,278,000,000","2,827,000,000","3,201,000,000","3,077,000,000","3,201,000,000","3,143,000,000","3,290,000,000","3,222,000,000","3,224,000,000","3,048,000,000","2,929,000,000","3,066,000,000","2,953,000,000","2,890,000,000","2,905,000,000","3,231,000,000","3,729,000,000","3,484,000,000","3,521,000,000","3,565,000,000","3,522,000,000","3,411,000,000","3,580,000,000","3,790,000,000","3,745,000,000","3,597,000,000","3,793,000,000","3,883,000,000","3,538,000,000","3,382,000,000","3,462,000,000","3,623,000,000","3,924,000,000","3,936,000,000","3,364,000,000","3,492,000,000","3,583,000,000","3,651,000,000","3,951,000,000","3,981,000,000","4,203,000,000","4,436,000,000","7,354,000,000","8,239,000,000","8,063,000,000","8,126,000,000","7,588,000,000","7,927,000,000","8,121,000,000","8,382,000,000","8,295,000,000","8,501,000,000","8,460,000,000","7,204,000,000","7,072,000,000","3,094,633,000","2,942,210,000","3,097,452,000","3,700,954,000","4,408,659,000","4,119,713,000","4,098,764,000","3,993,516,000","3,911,594,000","3,771,400,000","3,835,952,000","3,938,395,000","3,670,525,000","3,010,627,000","3,036,918,000","3,151,916,000","2,490,390,000","2,390,634,000","2,455,339,000","2,092,187,000","2,108,417,000","2,030,648,000","2,752,769,000","2,596,068,000","2,470,778,000","2,520,323,000","2,439,855,000","2,398,425,000","2,260,042,000","2,283,848,000","2,431,799,000","2,247,919,000","2,186,422,000","1,940,133,000","1,366,595,000","1,485,728,000","1,382,329,000","1,381,184,000","1,382,369,000","1,123,405,000","1,017,334,000","773,670,000","832,861,000","931,140,000","946,952,000","952,346,000","859,594,000","710,437,000","658,028,000","615,527,000","615,573,000","576,960,000","468,700,000","426,600,000","451,000,000","401,400,000","500,400,000","496,700,000","498,100,000","508,400,000","492,500,000","492,400,000","488,800,000","475,400,000","433,900,000","424,500,000","429,600,000","431,500,000","433,700,000","436,500,000","453,800,000","371,000,000","342,300,000"
	CurrentLiabilities,"2,417,000,000","2,417,000,000","2,434,000,000","1,985,000,000","2,359,000,000","1,864,000,000","1,804,000,000","1,764,000,000","1,984,000,000","1,878,000,000","1,868,000,000","1,697,000,000","1,486,000,000","1,591,000,000","1,449,000,000","1,372,000,000","1,346,000,000","1,473,000,000","1,581,000,000","1,328,000,000","1,403,000,000","1,449,000,000","1,399,000,000","1,292,000,000","1,440,000,000","1,566,000,000","1,505,000,000","1,384,000,000","1,618,000,000","1,762,000,000","1,451,000,000","1,321,000,000","1,397,000,000","1,555,000,000","2,352,000,000","2,347,000,000","1,774,000,000","1,855,000,000","1,312,000,000","1,375,000,000","1,674,000,000","1,665,000,000","1,630,000,000","1,645,000,000","2,210,000,000","2,076,000,000","2,022,000,000","2,079,000,000","2,226,000,000","2,392,000,000","2,468,000,000","2,738,000,000","2,625,000,000","2,702,000,000","2,476,000,000","2,911,000,000","2,852,000,000","1,892,211,000","1,754,489,000","1,948,524,000","1,821,961,000","2,212,355,000","1,997,684,000","1,903,474,000","1,846,376,000","1,583,926,000","1,511,310,000","1,479,036,000","1,452,270,000","1,269,039,000","1,063,993,000","1,269,882,000","1,372,079,000","1,293,859,000","1,174,136,000","1,227,007,000","1,313,937,000","1,172,546,000","1,077,728,000","1,161,733,000","1,224,109,000","1,064,326,000","936,737,000","910,080,000","910,652,000","753,453,000","783,172,000","863,616,000","840,719,000","819,853,000","792,104,000","658,756,000","726,770,000","622,053,000","599,448,000","601,179,000","583,473,000","474,438,000","467,941,000","532,736,000","621,736,000","688,056,000","686,605,000","597,170,000","592,167,000","534,447,000","487,375,000","491,628,000","454,619,000","387,400,000","361,300,000","393,700,000","352,500,000","459,000,000","453,200,000","452,600,000","455,300,000","322,800,000","313,800,000","307,600,000","317,500,000","277,200,000","266,800,000","271,500,000","275,800,000","267,200,000","266,200,000","254,700,000","188,900,000","142,400,000"
		PayablesAndAccruedExpenses,"1,829,000,000","1,966,000,000","1,906,000,000","1,705,000,000","2,000,000,000","1,603,000,000","1,586,000,000","1,423,000,000","1,588,000,000","1,506,000,000","1,380,000,000","1,186,000,000","1,131,000,000","1,229,000,000","1,166,000,000","1,129,000,000","1,098,000,000","1,263,000,000","1,140,000,000","794,000,000","901,000,000","923,000,000","1,017,000,000","856,000,000","1,052,000,000","1,192,000,000","1,146,000,000","1,050,000,000","1,227,000,000","1,407,000,000","1,124,000,000","994,000,000","1,063,000,000","1,049,000,000","1,510,000,000","1,643,000,000","929,000,000","1,208,000,000","1,147,000,000","1,143,000,000","1,279,000,000","1,281,000,000","1,285,000,000","1,290,000,000","1,442,000,000","1,384,000,000","1,409,000,000","1,360,000,000","1,578,000,000","1,730,000,000","1,690,000,000","2,041,000,000","2,016,000,000","2,095,000,000","1,945,000,000","2,244,000,000","2,231,000,000","1,522,076,000","1,297,844,000","1,509,085,000","1,490,321,000","1,568,428,000","1,402,010,000","1,343,813,000","1,291,995,000","1,095,335,000","995,773,000","971,794,000","1,010,152,000","847,256,000","796,788,000","992,227,000","1,131,960,000","865,103,000","730,571,000","838,849,000","878,027,000","895,848,000","630,534,000","655,159,000","754,090,000","676,391,000","586,654,000","583,626,000","660,882,000","526,374,000","462,327,000","477,448,000","502,255,000","474,527,000","483,483,000","392,362,000","494,192,000","362,339,000","353,486,000","340,033,000","327,575,000","274,408,000","274,156,000","255,256,000","302,800,000","311,443,000","285,879,000","245,277,000","231,692,000","202,002,000","188,548,000","191,564,000","211,133,000","87,000,000","81,000,000","73,800,000","61,700,000","75,200,000","73,200,000","68,800,000","74,400,000","60,400,000","68,200,000","76,600,000","84,600,000","65,400,000","66,100,000","66,500,000","67,700,000","65,100,000",,,,
			Payables,"546,000,000","867,000,000","994,000,000","840,000,000","1,201,000,000","1,021,000,000","1,069,000,000","986,000,000","1,089,000,000","1,086,000,000","1,035,000,000","884,000,000","837,000,000","970,000,000","910,000,000","903,000,000","847,000,000","1,053,000,000","879,000,000","579,000,000","574,000,000","662,000,000","694,000,000","547,000,000","672,000,000","878,000,000","847,000,000","752,000,000","910,000,000","1,090,000,000","834,000,000","692,000,000","750,000,000","882,000,000","1,152,000,000","1,087,000,000","560,000,000","660,000,000","613,000,000","538,000,000","581,000,000","680,000,000","622,000,000","616,000,000","647,000,000","603,000,000","605,000,000","529,000,000","631,000,000","737,000,000","800,000,000","944,000,000","1,009,000,000","1,064,000,000","985,000,000","1,365,000,000","1,338,000,000","901,349,000","706,454,000","847,178,000","855,834,000","941,651,000","757,274,000","710,597,000","655,123,000","600,908,000","540,404,000","498,927,000","492,616,000","335,925,000","350,399,000","386,841,000","352,438,000","355,576,000","258,641,000","383,495,000","304,990,000","369,064,000","314,606,000","377,067,000","477,369,000","387,019,000","353,398,000","317,302,000","387,193,000","318,126,000","300,538,000","343,980,000","333,975,000","312,543,000","340,911,000","279,176,000","359,536,000","249,439,000","239,270,000","233,237,000","224,139,000","166,791,000","177,240,000","159,043,000","223,708,000","210,065,000","193,129,000","165,437,000","149,122,000","114,158,000","98,691,000","102,976,000","127,151,000","87,000,000","81,000,000","73,800,000","61,700,000","75,200,000","73,200,000","68,800,000","74,400,000","60,400,000","68,200,000","76,600,000","84,600,000","65,400,000","66,100,000","66,500,000","67,700,000","65,100,000",,,,
				AccountsPayable,"468,000,000","752,000,000","802,000,000","653,000,000","988,000,000","763,000,000","828,000,000","484,000,000","528,000,000","508,000,000","520,000,000","456,000,000","384,000,000","472,000,000","483,000,000","529,000,000","440,000,000","582,000,000","616,000,000","324,000,000","279,000,000","388,000,000","454,000,000","381,000,000","415,000,000","498,000,000","511,000,000","483,000,000","519,000,000","574,000,000","402,000,000","301,000,000","278,000,000","860,000,000","471,000,000","1,087,000,000","540,000,000","618,000,000","572,000,000","538,000,000","581,000,000","680,000,000","622,000,000","616,000,000","647,000,000","589,000,000","571,000,000","497,000,000","631,000,000","737,000,000","800,000,000","944,000,000","1,009,000,000","1,064,000,000","985,000,000","1,365,000,000","1,338,000,000","901,349,000","706,454,000","847,178,000","855,834,000","941,651,000","757,274,000","710,597,000","655,123,000","600,908,000","540,404,000","498,927,000","492,616,000","335,925,000","350,399,000","386,841,000","352,438,000","355,576,000","258,641,000","383,495,000","304,990,000","369,064,000","314,606,000","377,067,000","477,369,000","387,019,000","353,398,000","317,302,000","387,193,000","318,126,000","300,538,000","343,980,000","333,975,000","312,543,000","340,911,000","279,176,000","359,536,000","249,439,000","239,270,000","233,237,000","224,139,000","166,791,000","177,240,000","159,043,000","223,708,000","210,065,000","193,129,000","165,437,000","149,122,000","114,158,000","98,691,000","102,976,000","127,151,000","87,000,000","81,000,000","73,800,000","61,700,000","75,200,000","73,200,000","68,800,000","74,400,000","60,400,000","68,200,000","76,600,000","84,600,000","65,400,000","66,100,000","66,500,000","67,700,000","65,100,000",,,,
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,000,000","34,000,000","32,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,000,000","34,000,000","32,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,"78,000,000","115,000,000","192,000,000","187,000,000","213,000,000","215,000,000","201,000,000","446,000,000","533,000,000","533,000,000","475,000,000","374,000,000","412,000,000","444,000,000","374,000,000","329,000,000","383,000,000","428,000,000","244,000,000","233,000,000","245,000,000","226,000,000","197,000,000","121,000,000","218,000,000","317,000,000","295,000,000","213,000,000","364,000,000","495,000,000","414,000,000","379,000,000","454,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,"43,000,000","40,000,000","56,000,000","28,000,000","45,000,000","40,000,000","54,000,000","41,000,000","54,000,000","53,000,000","45,000,000","24,000,000","43,000,000","19,000,000","22,000,000","50,000,000","48,000,000","43,000,000","45,000,000","39,000,000","63,000,000","41,000,000","56,000,000","27,000,000","21,000,000","18,000,000","12,000,000","18,000,000","22,000,000","681,000,000","560,000,000","20,000,000","42,000,000","41,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"1,283,000,000","1,099,000,000","912,000,000","865,000,000","799,000,000","582,000,000","517,000,000","437,000,000","499,000,000","420,000,000","345,000,000","302,000,000","294,000,000","259,000,000","256,000,000","226,000,000","251,000,000","210,000,000","261,000,000","215,000,000","327,000,000","261,000,000","323,000,000","309,000,000","380,000,000","314,000,000","299,000,000","298,000,000","317,000,000","317,000,000","290,000,000","302,000,000","313,000,000","167,000,000","358,000,000","556,000,000","369,000,000","548,000,000","534,000,000","605,000,000","698,000,000","601,000,000","663,000,000","674,000,000","795,000,000","781,000,000","804,000,000","831,000,000","947,000,000","993,000,000","890,000,000","1,097,000,000","1,007,000,000","1,031,000,000","960,000,000","879,000,000","893,000,000","620,727,000","591,390,000","661,907,000","634,487,000","626,777,000","644,736,000","633,216,000","636,872,000","494,427,000","455,369,000","472,867,000","517,536,000","511,331,000","446,389,000","605,386,000","779,522,000","509,527,000","471,930,000","455,354,000","573,037,000","526,784,000","315,928,000","278,092,000","276,721,000","289,372,000","233,256,000","266,324,000","273,689,000","208,248,000","161,789,000","133,468,000","168,280,000","161,984,000","142,572,000","113,186,000","134,656,000","112,900,000","114,216,000","106,796,000","103,436,000","107,617,000","96,916,000","96,213,000","79,092,000","101,378,000","92,750,000","79,840,000","82,570,000","87,844,000","89,857,000","88,588,000","83,982,000",,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"513,000,000","379,000,000","260,000,000","205,000,000","285,000,000","212,000,000","170,000,000","226,000,000","236,000,000","223,000,000","192,000,000","129,000,000","206,000,000","147,000,000","121,000,000","114,000,000","116,000,000","131,000,000","112,000,000","110,000,000","95,000,000","99,000,000","96,000,000","140,000,000","139,000,000","178,000,000","140,000,000","128,000,000","186,000,000","190,000,000","167,000,000","147,000,000","158,000,000","190,000,000","170,000,000",,"161,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,"200,000,000",,"43,000,000","38,000,000","38,000,000","108,000,000","136,000,000","136,000,000","223,000,000","223,000,000","70,000,000","70,000,000","42,000,000",,,,"226,000,000","230,000,000","230,000,000","230,000,000","235,000,000","235,000,000","177,000,000","102,000,000","101,000,000","60,000,000","60,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","489,000,000","490,000,000","489,000,000","489,000,000","4,000,000","4,000,000","233,000,000","3,000,000","3,000,000","3,000,000","308,000,000","295,000,000","289,000,000","281,000,000","286,000,000","266,000,000","306,000,000","262,000,000","238,000,000","218,000,000","219,000,000","182,000,000","125,000,000","44,950,000","45,139,000","42,408,000","43,225,000","300,528,000","304,645,000","248,085,000","230,828,000","216,027,000","246,642,000","253,235,000","193,266,000","200,717,000","77,693,000","163,911,000","161,689,000","356,517,000","367,360,000","264,029,000","331,698,000","192,487,000","220,080,000","183,525,000","129,570,000","73,026,000","75,951,000","71,978,000","47,626,000","49,469,000","137,126,000","180,604,000","151,581,000","154,387,000","128,284,000","100,420,000","72,965,000","45,005,000","43,847,000","44,371,000","42,363,000","40,613,000","39,617,000","53,114,000","56,931,000","56,901,000","60,502,000","63,170,000","60,354,000","61,367,000","61,090,000","55,743,000","52,199,000","47,900,000","44,200,000","40,800,000","46,700,000","158,500,000","158,700,000","158,000,000","168,600,000","62,900,000","61,600,000","57,900,000","61,000,000","61,900,000","60,600,000","54,900,000","52,400,000","50,500,000","61,800,000","34,600,000","36,700,000","10,800,000"
			CurrentDebt,,,"200,000,000",,,,,"70,000,000","136,000,000","136,000,000","223,000,000","223,000,000","70,000,000","70,000,000","42,000,000",,,,"226,000,000","230,000,000","230,000,000","230,000,000","235,000,000","235,000,000","177,000,000","102,000,000","101,000,000","60,000,000","60,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","489,000,000","490,000,000","489,000,000","489,000,000","4,000,000","4,000,000","233,000,000","3,000,000","3,000,000","3,000,000","308,000,000","295,000,000","289,000,000","281,000,000","286,000,000","266,000,000","306,000,000","262,000,000","238,000,000","218,000,000","219,000,000","182,000,000","125,000,000","44,950,000","45,139,000","42,408,000","43,225,000","300,528,000","304,645,000","248,085,000","230,828,000","216,027,000","246,642,000","253,235,000","193,266,000","200,717,000","77,693,000","163,911,000","161,689,000","356,517,000","367,360,000","264,029,000","331,698,000","192,487,000","220,080,000","183,525,000","129,570,000","73,026,000","75,951,000","71,978,000","47,626,000","49,469,000","137,126,000","180,604,000","151,581,000","154,387,000","128,284,000","100,420,000","72,965,000","45,005,000","43,847,000","44,371,000","42,363,000","40,613,000","39,617,000","53,114,000","56,931,000","56,901,000","60,502,000","63,170,000","60,354,000","61,367,000","61,090,000","55,743,000","52,199,000","47,900,000","44,200,000","40,800,000","46,700,000","158,500,000","158,700,000","158,000,000","168,600,000","62,900,000","61,600,000","57,900,000","61,000,000","61,900,000","60,600,000","54,900,000","52,400,000","50,500,000","61,800,000","34,600,000","36,700,000","10,800,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,656,000","50,412,000",,,,,,,,,"7,350,000","913,000","48,981,000","82,424,000",,"63,362,000",,,,,,,"3,769,000",,"4,778,000","5,762,000","5,941,000","6,017,000","5,167,000","5,027,000","5,372,000","6,601,000","9,864,000","12,000,000","12,965,000","14,692,000","12,902,000","11,878,000","13,870,000","27,070,000","24,980,000","29,599,000","34,104,000","32,459,000","33,886,000","34,345,000","33,304,000","30,994,000",,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,"70,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"224,872,000","254,233,000",,,,,,,,,"156,561,000","160,776,000","307,536,000","284,936,000",,"268,336,000",,,,,,,"68,209,000",,"44,691,000","131,364,000","174,663,000","145,564,000","149,220,000","123,257,000","95,048,000","66,364,000","35,141,000","31,847,000","31,406,000","27,671,000","27,711,000","27,739,000","39,244,000","29,861,000","31,921,000","30,903,000","29,066,000","27,895,000","27,481,000","26,745,000","22,439,000","21,205,000",,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,,,,"43,000,000","38,000,000","38,000,000","38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,"2,000,000","5,000,000","1,000,000","2,000,000",,"3,000,000",,,"22,000,000","72,000,000","72,000,000","62,000,000","63,000,000","54,000,000","42,000,000","43,000,000","53,000,000","60,000,000","51,000,000","61,000,000","72,000,000","94,000,000","118,000,000","146,000,000","145,000,000","139,000,000","129,000,000","132,000,000","108,000,000","110,000,000","126,000,000","137,000,000","123,000,000","131,000,000","132,000,000","165,000,000","143,000,000","151,000,000","148,000,000","149,000,000","138,000,000","127,000,000","87,000,000","87,000,000","50,000,000","65,000,000","80,000,000","92,000,000","101,000,000","106,000,000","92,000,000","181,000,000","169,000,000","115,571,000","189,992,000","194,940,000","141,898,000","163,652,000","148,625,000","144,590,000","141,738,000","128,061,000","131,538,000","114,292,000","116,949,000","89,329,000","103,780,000","76,923,000","57,184,000","34,151,000","38,381,000","68,016,000","47,978,000","34,620,000","67,407,000","99,286,000","92,828,000","113,755,000","99,590,000","108,666,000","92,917,000","77,698,000","81,263,000","102,503,000","84,523,000","86,790,000","81,284,000","78,427,000","83,508,000","85,036,000","90,897,000","105,390,000","95,466,000","85,936,000","93,990,000","107,331,000","100,057,000","102,191,000","94,453,000","90,978,000","83,800,000","84,821,000","88,083,000","90,618,000",,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,368,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,,,,"2,000,000","5,000,000","1,000,000","2,000,000",,"3,000,000",,,"22,000,000","72,000,000","72,000,000","62,000,000","63,000,000","54,000,000","42,000,000","43,000,000","53,000,000","60,000,000","51,000,000","61,000,000","72,000,000","94,000,000","118,000,000","146,000,000","145,000,000","139,000,000","129,000,000","132,000,000","108,000,000","110,000,000","126,000,000","137,000,000","123,000,000","131,000,000","132,000,000","165,000,000","143,000,000","151,000,000","148,000,000","149,000,000","138,000,000","127,000,000","87,000,000","87,000,000","50,000,000","65,000,000","80,000,000","92,000,000","101,000,000","106,000,000","92,000,000","181,000,000","169,000,000","115,571,000","189,992,000","194,940,000","141,898,000","163,652,000","148,625,000","144,590,000","141,738,000","128,061,000","131,538,000","114,292,000","116,949,000","89,329,000","65,412,000","76,923,000","57,184,000","34,151,000","38,381,000","68,016,000","47,978,000","34,620,000","67,407,000","99,286,000","92,828,000","113,755,000","99,590,000","108,666,000","92,917,000","77,698,000","81,263,000","102,503,000","84,523,000","86,790,000","81,284,000","78,427,000","83,508,000","85,036,000","90,897,000","105,390,000","95,466,000","85,936,000","93,990,000","107,331,000","100,057,000","102,191,000","94,453,000","90,978,000","83,800,000","84,821,000","88,083,000","90,618,000",,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"75,000,000","72,000,000","68,000,000","75,000,000","29,000,000","6,000,000","9,000,000","5,000,000","24,000,000","10,000,000","73,000,000","159,000,000","57,000,000","73,000,000","48,000,000","67,000,000","69,000,000","25,000,000","61,000,000","151,000,000","124,000,000","137,000,000",,,,,,,,"21,000,000","26,000,000","43,000,000","63,000,000","201,000,000","57,000,000","77,000,000","72,000,000","27,000,000","29,000,000","63,000,000","19,000,000","230,000,000","194,000,000","203,000,000","322,000,000","270,000,000","237,000,000","351,000,000","312,000,000","331,000,000","392,000,000","343,000,000","270,000,000","283,000,000","220,000,000","304,000,000","327,000,000","209,614,000","221,514,000","202,091,000","146,517,000","179,747,000","142,404,000","166,986,000","181,815,000","144,503,000","137,357,000","139,715,000","131,903,000","131,737,000","85,732,000","36,821,000","21,246,000","38,088,000","37,824,000","56,113,000","56,234,000","49,591,000","159,707,000","223,763,000","247,621,000","201,154,000","174,542,000","145,810,000","109,227,000","99,912,000","102,456,000","103,061,000","102,360,000","104,149,000","99,053,000","87,547,000","76,105,000","129,673,000","111,218,000","111,385,000","118,069,000","73,481,000","60,178,000","117,035,000","161,948,000","217,521,000","245,771,000","197,745,000","216,321,000","186,257,000","149,654,000","153,703,000","191,287,000","252,500,000","236,100,000","279,100,000","244,100,000","225,300,000","221,300,000","225,800,000","212,300,000","199,500,000","184,000,000","173,100,000","171,900,000","149,900,000","140,100,000","150,100,000","155,700,000","151,600,000","204,400,000","220,100,000","152,200,000","131,600,000"
