name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
				AccountsPayable,"415,000,000","388,000,000","478,000,000","466,000,000","396,000,000","386,000,000","437,000,000","422,000,000","444,000,000","625,000,000","621,000,000","503,000,000","324,000,000","657,000,000","560,000,000","750,000,000","552,000,000","1,496,000,000","511,000,000","1,205,000,000","1,921,000,000","1,682,000,000","1,582,000,000","2,082,000,000","1,940,000,000","2,573,000,000","1,877,000,000","1,495,000,000","1,460,000,000","1,450,000,000","1,388,000,000","1,210,700,000",,,,
				TotalTaxPayable,"134,000,000","46,000,000","103,000,000","128,000,000","83,000,000","95,000,000","71,000,000","227,000,000","206,000,000","101,000,000","109,000,000","128,000,000","40,000,000",,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"134,000,000","46,000,000","103,000,000","128,000,000","83,000,000","95,000,000","71,000,000","119,000,000","79,000,000","101,000,000","109,000,000","128,000,000","40,000,000",,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"524,000,000","475,000,000","420,000,000","442,000,000","444,000,000","410,000,000","101,000,000","143,000,000","213,000,000","795,000,000","1,251,000,000","956,000,000","1,168,000,000","604,000,000","530,000,000","1,132,000,000","1,159,000,000","17,000,000","708,000,000","10,000,000","421,000,000","374,000,000","154,000,000","189,000,000","69,000,000","418,000,000","254,000,000","158,000,000",,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"767,000,000","714,000,000","724,000,000","722,000,000","710,000,000","664,000,000","651,000,000","554,000,000","524,000,000","597,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"550,000,000","500,000,000","749,000,000","500,000,000","631,000,000","1,000,000,000","1,001,000,000","1,000,000,000","1,500,000,000","1,381,000,000",,,,,"43,000,000","301,000,000","11,000,000","437,000,000","422,000,000","38,000,000","148,000,000","313,000,000","267,000,000","71,000,000","314,000,000","27,000,000","12,000,000","211,000,000","54,000,000","30,000,000","35,000,000","42,700,000","22,900,000","63,300,000","79,400,000","29,600,000"
			CurrentDebt,"550,000,000","500,000,000","749,000,000","500,000,000","631,000,000","1,000,000,000","1,001,000,000","1,000,000,000","1,500,000,000","1,381,000,000",,,,,"43,000,000","301,000,000","11,000,000","437,000,000","422,000,000","38,000,000","148,000,000","313,000,000","267,000,000","71,000,000","314,000,000","27,000,000","12,000,000","211,000,000","54,000,000","30,000,000","35,000,000","42,700,000","22,900,000","63,300,000","79,400,000","29,600,000"
				CommercialPaper,,,,,,,,,"0","999,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"550,000,000","500,000,000","749,000,000","500,000,000","631,000,000","1,000,000,000","1,001,000,000","1,000,000,000","1,500,000,000","382,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,"4,000,000","1,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,"4,000,000","1,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,"397,000,000","400,000,000","541,000,000",,,,,"764,000,000","945,000,000","163,000,000","203,000,000","250,000,000","293,000,000","327,000,000","323,000,000","259,000,000","193,000,000","154,000,000","163,000,000","170,000,000","56,000,000","137,000,000","151,000,000","88,000,000","56,000,000","49,400,000","1,176,500,000","1,183,400,000","1,033,700,000","1,099,300,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"7,774,000,000","6,988,000,000","5,669,000,000","5,047,000,000","3,694,000,000","3,729,000,000","4,670,000,000","5,384,000,000","5,630,000,000","6,046,000,000","983,000,000","810,000,000","1,065,000,000","667,000,000","492,000,000","780,000,000","1,311,000,000","1,446,000,000","2,011,000,000","2,320,000,000","2,319,000,000","3,145,000,000","2,527,000,000","2,439,000,000","2,777,000,000","1,932,000,000","1,751,000,000","1,677,000,000","1,573,000,000","1,486,000,000","1,211,000,000","1,016,700,000","1,505,300,000","1,284,000,000","496,600,000","519,500,000"
		LongTermDebtAndCapitalLeaseObligation,"6,497,000,000","5,562,000,000","4,319,000,000","3,577,000,000","2,978,000,000","3,120,000,000","3,641,000,000","4,158,000,000","4,186,000,000","4,211,000,000",,,,,,"360,000,000","368,000,000","395,000,000","833,000,000","1,211,000,000","1,216,000,000","1,097,000,000","1,027,000,000","1,286,000,000","1,697,000,000","804,000,000","808,000,000","694,000,000","909,000,000","896,000,000","715,000,000","617,500,000","623,800,000","486,500,000","191,400,000","381,900,000"
			LongTermDebt,"6,248,000,000","5,303,000,000","4,319,000,000","3,577,000,000","2,978,000,000","3,120,000,000","3,641,000,000","4,158,000,000","4,186,000,000","4,211,000,000",,,,,,"360,000,000","368,000,000","395,000,000","833,000,000","1,211,000,000","1,216,000,000","1,097,000,000","1,027,000,000","1,286,000,000","1,697,000,000","804,000,000","808,000,000","694,000,000","909,000,000","896,000,000","715,000,000","617,500,000","623,800,000","486,500,000","191,400,000","381,900,000"
			LongTermCapitalLeaseObligation,"249,000,000","259,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"440,000,000","376,000,000","42,000,000","78,000,000","587,000,000","413,000,000","804,000,000","1,010,000,000","1,175,000,000","1,134,000,000","464,000,000","385,000,000","425,000,000","49,000,000","23,000,000","23,000,000","40,000,000","59,000,000","129,000,000","331,000,000","469,000,000","994,000,000","381,000,000",,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"90,000,000","78,000,000","42,000,000","78,000,000","33,000,000","37,000,000","399,000,000","548,000,000","572,000,000","607,000,000","86,000,000","67,000,000","59,000,000","49,000,000","23,000,000","23,000,000","40,000,000","59,000,000","129,000,000","331,000,000","469,000,000","994,000,000","381,000,000",,,,,,,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,,,,"378,000,000",,"366,000,000",,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"457,000,000","506,000,000","506,000,000","635,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"131,000,000","93,000,000","118,000,000","89,000,000","129,000,000","196,000,000","225,000,000","216,000,000","269,000,000","701,000,000","519,000,000","425,000,000","640,000,000",,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"131,000,000","93,000,000","118,000,000","89,000,000","129,000,000","196,000,000","225,000,000","216,000,000","269,000,000","701,000,000","519,000,000","425,000,000","640,000,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"249,000,000","451,000,000","684,000,000","668,000,000",,,,,,,,,,"618,000,000","469,000,000","397,000,000","903,000,000","992,000,000","1,049,000,000","778,000,000","634,000,000","1,054,000,000","1,119,000,000","1,153,000,000","1,080,000,000","1,128,000,000","943,000,000","983,000,000","664,000,000","590,000,000","496,000,000","399,200,000","881,500,000","797,500,000","305,200,000","137,600,000"
TotalEquityGrossMinorityInterest,"9,187,000,000","8,907,000,000","8,994,000,000","10,337,000,000","10,473,000,000","9,946,000,000","10,390,000,000","10,807,000,000","10,961,000,000","10,952,000,000","10,437,000,000","9,722,000,000","9,326,000,000","9,975,000,000","11,360,000,000","11,937,000,000","13,063,000,000","11,864,000,000","10,734,000,000","11,879,000,000","12,588,000,000","9,255,000,000","6,527,000,000","5,914,000,000","4,097,000,000","4,095,000,000","3,039,000,000","2,315,000,000","1,947,000,000","1,955,000,000","2,358,000,000","2,484,900,000","1,722,800,000","1,725,600,000","1,727,000,000","1,427,700,000"
