name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,09/30/1990
		OtherCurrentLiabilities,"4,605,000,000","2,267,000,000","3,798,000,000","3,986,000,000","3,528,000,000","1,599,000,000","2,627,000,000","5,176,000,000","5,192,000,000","5,205,000,000","3,811,000,000","3,746,000,000","4,010,000,000","3,978,000,000","3,558,000,000","3,555,000,000","3,245,000,000","2,261,000,000","2,113,000,000","2,049,000,000","2,610,000,000","2,356,000,000","2,294,000,000","1,868,000,000","2,252,000,000","2,243,000,000","2,676,000,000","2,986,000,000","2,762,000,000","2,319,000,000","1,983,000,000","2,442,000,000","1,997,000,000","2,675,000,000","1,555,000,000","1,580,000,000","2,509,000,000","1,586,000,000","1,418,000,000","1,474,000,000","949,000,000","835,000,000","1,320,000,000","1,061,000,000","1,123,000,000","1,256,000,000","1,364,000,000","970,000,000","1,292,000,000","1,154,000,000","1,272,000,000","1,168,000,000","1,375,000,000","1,405,000,000","1,265,000,000","971,000,000","1,034,000,000","805,000,000","659,000,000","523,000,000","580,000,000","531,000,000","401,000,000","576,000,000","523,000,000","436,000,000","406,574,000","427,886,000","373,912,000","336,241,000","397,695,000","373,875,000","282,274,000","465,568,000","226,950,000","272,845,000","484,492,000","414,556,000","251,604,000","298,492,000","369,164,000","359,437,000","83,919,000","81,617,000","64,625,000","56,070,000","60,697,000","62,858,000","58,490,000","67,123,000","92,494,000","52,712,000","45,769,000","45,084,000","25,838,000","17,470,000","15,902,000","13,300,000","10,500,000","12,800,000","11,200,000","8,200,000","8,000,000","8,700,000","8,100,000","6,500,000","4,900,000","6,400,000","5,900,000","5,900,000","8,900,000","11,400,000","10,100,000","9,000,000","15,700,000","13,000,000","13,900,000","13,700,000","13,300,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"20,876,000,000","20,845,000,000","21,108,000,000","19,119,000,000","19,404,000,000","19,113,000,000","17,817,000,000","19,640,000,000","20,073,000,000","20,522,000,000","22,810,000,000","27,647,000,000","28,400,000,000","23,833,000,000","23,933,000,000","14,600,000,000","13,166,000,000","13,280,000,000","13,305,000,000","13,397,000,000","13,493,000,000","13,282,000,000","13,016,000,000","3,170,000,000","3,223,000,000","3,395,000,000","3,547,000,000","3,721,000,000","3,942,000,000","4,216,000,000","4,198,000,000","4,708,000,000","4,482,000,000","4,165,000,000","4,324,000,000","4,483,000,000","4,115,000,000","4,161,000,000","4,335,000,000","4,438,000,000","4,612,000,000","4,246,000,000","4,325,000,000","4,447,000,000","4,602,000,000","4,316,000,000","4,630,000,000","4,714,000,000","4,236,000,000","4,328,000,000","660,000,000","637,000,000","621,000,000","402,000,000","408,000,000","398,000,000","405,000,000","380,000,000","379,000,000","317,000,000","297,000,000","290,000,000","298,000,000","279,000,000","263,000,000","262,000,000","274,313,000","280,164,000","410,172,000","415,612,000","417,079,000","464,366,000","450,328,000","398,039,000","401,084,000","414,845,000","418,986,000","330,442,000","177,936,000","176,914,000","24,196,000","27,718,000","35,082,000","49,428,000","64,587,000","75,667,000","108,906,000","46,771,000","39,148,000","28,978,000","28,325,000","26,479,000","24,849,000","23,024,000","23,835,000","16,147,000","14,188,000","14,400,000","39,300,000","31,300,000","29,600,000","36,100,000","32,500,000","30,400,000","28,600,000","26,500,000","26,900,000","26,900,000","27,400,000","29,000,000","28,400,000","27,800,000","9,900,000","9,400,000","8,800,000","9,300,000","12,300,000","13,500,000","7,500,000"
		LongTermDebtAndCapitalLeaseObligation,"15,231,000,000","15,226,000,000","15,425,000,000","13,449,000,000","13,437,000,000","13,437,000,000","13,426,000,000","15,405,000,000","15,388,000,000","15,365,000,000","15,378,000,000","19,361,000,000","19,381,000,000","19,398,000,000","19,403,000,000","9,939,000,000","9,935,000,000","10,008,000,000","10,024,000,000","9,993,000,000","9,950,000,000","9,969,000,000","9,913,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116,919,000","123,302,000","107,118,000","151,606,000","156,889,000","94,288,000",,,,,,,,,,"343,000",,"795,000","2,304,000","2,360,000","3,116,000","3,863,000","4,734,000","5,530,000","7,087,000","7,729,000","8,492,000","9,283,000","10,105,000","10,900,000","37,300,000","29,200,000","27,600,000","33,500,000","29,000,000","27,100,000","25,000,000","23,700,000","23,200,000","23,400,000","24,000,000","24,900,000","23,600,000","23,600,000","5,600,000","5,500,000","7,100,000","7,200,000","10,600,000","13,600,000","7,400,000"
			LongTermDebt,"15,231,000,000","15,226,000,000","15,425,000,000","13,449,000,000","13,437,000,000","13,437,000,000","13,426,000,000","15,405,000,000","15,388,000,000","15,365,000,000","15,378,000,000","19,361,000,000","19,381,000,000","19,398,000,000","19,403,000,000","9,939,000,000","9,935,000,000","10,008,000,000","10,024,000,000","9,993,000,000","9,950,000,000","9,969,000,000","9,913,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116,919,000","123,302,000","107,118,000","151,606,000","156,889,000","94,288,000",,,,,,,,,,"343,000",,"795,000","2,304,000","2,360,000","3,116,000","3,863,000","4,734,000","5,530,000","7,087,000","7,729,000","8,492,000","9,283,000","10,105,000","10,900,000","37,300,000","29,200,000","27,600,000","33,500,000","29,000,000","27,100,000","25,000,000","23,700,000","23,200,000","23,400,000","24,000,000","24,900,000","23,600,000","23,600,000","5,600,000","5,500,000","7,100,000","7,200,000","10,600,000","13,600,000","7,400,000"
		NonCurrentDeferredLiabilities,"644,000,000","761,000,000","864,000,000","968,000,000","1,061,000,000","1,160,000,000","1,251,000,000","1,330,000,000","1,420,000,000","1,620,000,000","1,708,000,000","1,803,000,000","1,906,000,000","2,003,000,000","2,111,000,000","2,220,000,000","2,278,000,000","2,377,000,000","2,426,000,000","2,526,000,000","2,630,000,000","2,496,000,000","2,576,000,000","2,667,000,000","2,763,000,000","2,967,000,000","3,168,000,000","3,367,000,000","3,566,000,000","3,666,000,000","3,679,000,000","3,697,000,000","3,516,000,000","3,739,000,000","3,809,000,000","3,894,000,000","3,535,000,000","3,541,000,000","3,630,000,000","3,733,000,000","3,821,000,000","3,485,000,000","3,587,000,000","3,687,000,000","3,775,000,000","3,464,000,000","3,528,000,000","3,599,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,"644,000,000","761,000,000","864,000,000","968,000,000","1,061,000,000","1,160,000,000","1,251,000,000","1,330,000,000","1,420,000,000","1,620,000,000","1,708,000,000","1,803,000,000","1,906,000,000","2,003,000,000","2,111,000,000","2,220,000,000","2,278,000,000","2,377,000,000","2,426,000,000","2,526,000,000","2,630,000,000","2,496,000,000","2,576,000,000","2,667,000,000","2,763,000,000","2,967,000,000","3,168,000,000","3,367,000,000","3,566,000,000","3,666,000,000","3,679,000,000","3,697,000,000","3,516,000,000","3,739,000,000","3,809,000,000","3,894,000,000","3,535,000,000","3,541,000,000","3,630,000,000","3,733,000,000","3,821,000,000","3,485,000,000","3,587,000,000","3,687,000,000","3,775,000,000","3,464,000,000","3,528,000,000","3,599,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"1,855,000,000","1,872,000,000","1,872,000,000","1,879,000,000","2,054,000,000","2,088,000,000","2,114,000,000","1,849,000,000","2,174,000,000","2,312,000,000","2,659,000,000","3,277,000,000","3,867,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"531,000,000","526,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"3,146,000,000","2,986,000,000","2,947,000,000","2,823,000,000","2,852,000,000","2,428,000,000","1,026,000,000","1,056,000,000","1,091,000,000","1,225,000,000","3,065,000,000","3,206,000,000","3,246,000,000","2,432,000,000","2,419,000,000","2,441,000,000","953,000,000","895,000,000","855,000,000","878,000,000","913,000,000","817,000,000","527,000,000","503,000,000","460,000,000","428,000,000","379,000,000","354,000,000","376,000,000","550,000,000","519,000,000","480,000,000","440,000,000","426,000,000","515,000,000","589,000,000","580,000,000","620,000,000","705,000,000","705,000,000","791,000,000","761,000,000","738,000,000","760,000,000","827,000,000","852,000,000","1,102,000,000","1,115,000,000",,,,,,,,,,,,,,,,,,,,,"293,253,000","292,310,000","309,961,000","312,760,000","293,439,000","303,751,000","401,084,000","414,845,000","418,986,000","330,442,000","177,936,000","176,914,000","24,196,000","27,718,000","35,082,000","49,085,000","64,587,000","74,872,000","106,602,000","44,411,000","36,032,000","25,115,000","23,591,000","20,949,000","17,762,000","15,295,000","15,343,000","6,864,000","4,083,000","3,500,000","2,000,000","2,100,000","2,000,000","2,600,000","3,500,000","3,300,000","3,600,000","2,800,000","3,700,000","3,500,000","3,400,000","4,100,000","4,800,000","4,200,000","4,300,000","3,900,000","1,700,000","2,100,000","1,700,000","-100,000","100,000"
TotalEquityGrossMinorityInterest,"7,380,000,000","6,077,000,000","3,306,000,000","3,045,000,000","4,513,000,000","4,909,000,000","5,463,000,000","3,866,000,000","3,617,000,000","928,000,000","23,068,000,000","23,819,000,000","23,924,000,000","30,746,000,000","31,283,000,000","31,334,000,000","31,206,000,000","31,768,000,000","30,638,000,000","29,637,000,000","30,233,000,000","31,414,000,000","33,196,000,000","37,834,000,000","38,819,000,000","39,166,000,000","38,787,000,000","38,253,000,000","37,027,000,000","36,087,000,000","37,583,000,000","37,628,000,000","35,354,000,000","33,545,000,000","32,605,000,000","31,870,000,000","28,497,000,000","26,972,000,000","26,301,000,000","25,001,000,000","22,736,000,000","20,858,000,000","19,886,000,000","20,720,000,000","21,353,000,000","20,316,000,000","18,711,000,000","17,113,000,000","17,137,000,000","17,944,000,000","16,826,000,000","15,477,000,000","15,610,000,000","15,835,000,000","15,932,000,000","15,030,000,000","14,175,000,000","13,406,000,000","12,998,000,000","13,400,000,000","11,972,000,000","11,119,000,000","10,447,000,000","10,526,000,000","10,339,000,000","9,664,000,000","9,141,251,000","8,556,309,000","7,929,120,000","7,598,622,000","7,205,595,000","7,020,819,000","5,922,827,000","5,436,496,000","5,320,210,000","5,324,926,000","5,215,264,000","4,895,702,000","5,202,060,000","5,294,810,000","5,058,013,000","5,562,971,000","5,819,897,000","5,504,947,000","4,013,568,000","3,582,906,000","2,117,633,000","1,781,924,000","1,716,742,000","1,656,126,000","1,821,809,000","1,788,412,000","1,732,825,000","1,684,178,000","1,624,854,000","1,548,489,000","855,276,000","844,900,000","829,700,000","820,200,000","810,900,000","799,600,000","289,100,000","278,500,000","269,100,000","262,200,000","260,800,000","251,000,000","243,000,000","236,700,000","76,300,000","69,900,000","68,000,000","68,800,000","67,200,000","67,400,000","68,500,000","2,600,000","9,100,000"
	StockholdersEquity,"7,380,000,000","6,077,000,000","3,306,000,000","3,045,000,000","4,513,000,000","4,909,000,000","5,463,000,000","3,866,000,000","3,617,000,000","928,000,000","23,068,000,000","23,819,000,000","23,924,000,000","30,746,000,000","31,294,000,000","31,344,000,000","31,215,000,000","31,778,000,000","30,647,000,000","29,645,000,000","30,241,000,000","31,421,000,000","33,202,000,000","37,839,000,000","38,823,000,000","39,169,000,000","38,789,000,000","38,254,000,000","37,027,000,000","36,088,000,000","37,578,000,000","37,611,000,000","35,334,000,000","33,523,000,000","32,584,000,000","31,882,000,000","28,481,000,000","26,951,000,000","26,271,000,000","24,967,000,000","22,736,000,000","20,858,000,000","19,886,000,000","20,720,000,000","21,353,000,000","20,316,000,000","18,711,000,000","17,113,000,000","17,137,000,000","17,944,000,000","16,826,000,000","15,477,000,000","15,610,000,000","15,835,000,000","15,932,000,000","15,030,000,000","14,175,000,000","13,406,000,000","12,998,000,000","13,400,000,000","11,972,000,000","11,119,000,000","10,447,000,000","10,526,000,000","10,339,000,000","9,664,000,000","9,141,251,000","8,556,309,000","7,929,120,000","7,598,572,000","7,205,545,000","7,020,769,000","5,901,009,000","5,391,956,000","5,245,462,000","5,220,173,000","5,110,982,000","4,889,815,000","5,152,476,000","5,246,044,000","5,010,142,000","5,516,328,000","5,773,543,000","5,459,252,000","3,688,763,000","2,871,755,000","1,409,246,000","1,076,851,000","1,014,685,000","957,596,000","1,134,614,000","1,119,908,000","1,072,825,000","1,024,178,000","964,854,000","888,489,000","855,276,000","844,900,000","829,700,000","820,200,000","810,900,000","799,600,000","289,100,000","278,500,000","269,100,000","262,200,000","260,800,000","251,000,000","243,000,000","236,700,000","76,300,000","69,900,000","68,000,000","68,800,000","67,200,000","67,400,000","68,500,000","2,600,000","9,100,000"
		CapitalStock,"113,000,000","586,000,000","113,000,000","0","0","343,000,000","581,000,000","384,000,000","0","0","0","495,000,000","265,000,000","274,000,000","225,000,000","346,000,000","214,000,000","414,000,000","169,000,000","0","0","0","0","4,956,000,000","6,334,000,000","7,736,000,000","8,346,000,000","9,347,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82,000","82,000","81,000","81,000","80,000","80,000","80,000","79,000","78,000","77,000","77,000","76,000","76,000","76,000","75,000","75,000","74,000","74,000","70,000","16,000","15,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000",,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"113,000,000","586,000,000","113,000,000","0","0","343,000,000","581,000,000","384,000,000","0","0","0","495,000,000","265,000,000","274,000,000","225,000,000","346,000,000","214,000,000","414,000,000","169,000,000","0","0","0","0","4,956,000,000","6,334,000,000","7,736,000,000","8,346,000,000","9,347,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82,000","82,000","81,000","81,000","80,000","80,000","80,000","79,000","78,000","77,000","77,000","76,000","76,000","76,000","75,000","75,000","74,000","74,000","70,000","16,000","15,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000",,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,506,000,000","9,874,000,000","12,316,000,000","12,991,000,000","12,282,000,000","11,956,000,000","12,096,000,000","11,983,000,000","10,749,000,000","10,394,000,000","10,011,000,000","9,325,000,000","7,818,000,000","6,856,000,000","6,611,000,000","7,613,000,000","8,817,000,000","8,493,000,000","7,988,000,000","7,648,000,000","7,413,000,000","7,511,000,000","6,783,000,000","5,976,000,000","6,400,000,000","7,057,000,000","8,034,000,000","7,758,000,000","7,427,000,000","7,242,000,000","7,325,000,000","8,099,000,000","7,134,000,000","6,753,000,000","6,471,000,000","6,959,000,000","7,144,000,000","6,940,000,000","6,686,866,000","6,557,273,000","6,361,910,000","6,324,971,000","6,184,743,000","6,176,021,000","5,123,139,000","4,918,202,000","4,898,420,000","4,901,967,000","4,862,076,000","4,791,559,000","4,758,203,000","4,555,688,000","4,424,010,000","4,653,818,000","5,080,375,000","4,897,967,000","3,196,953,000","2,587,948,000","1,326,963,000","1,102,313,000","966,148,000","957,589,000","948,193,000","939,330,000","918,258,000","906,373,000","877,167,000","836,747,000","820,279,000",,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"6,974,000,000","5,284,000,000","3,081,000,000","2,990,000,000","4,376,000,000","4,466,000,000","4,687,000,000","3,309,000,000","3,415,000,000","663,000,000","22,745,000,000","22,779,000,000","23,273,000,000","30,088,000,000","30,778,000,000","30,768,000,000","30,815,000,000","30,936,000,000","30,134,000,000","29,485,000,000","30,172,000,000","31,226,000,000","32,699,000,000","32,411,000,000","32,061,000,000","30,799,000,000","29,618,000,000","28,097,000,000","26,737,000,000","25,461,000,000","24,564,000,000","23,599,000,000","22,172,000,000","20,701,000,000","19,868,000,000","19,090,000,000","17,237,000,000","16,204,000,000","15,516,000,000","14,840,000,000","14,161,000,000","13,305,000,000","12,746,000,000","12,287,000,000","11,792,000,000","11,235,000,000","10,716,000,000","10,241,000,000","10,794,000,000","10,717,000,000","10,104,000,000","9,616,000,000","9,076,000,000","8,541,000,000","7,640,000,000","7,075,000,000","6,549,000,000","6,100,000,000","5,684,000,000","5,243,000,000","4,800,000,000","4,328,000,000","3,938,000,000","3,524,000,000","3,107,000,000","2,709,000,000","2,430,747,000","1,944,567,000","1,537,360,000","1,297,289,000","1,061,656,000","909,513,000","845,958,000","604,624,000","414,342,000","428,110,000","384,180,000","322,347,000","516,683,000","791,419,000","642,347,000","871,090,000","732,415,000","577,714,000","377,998,000","200,879,000","64,858,000","5,910,000","48,530,000",,"186,414,000","180,571,000","154,560,000","117,798,000","87,680,000","51,735,000","34,990,000","25,900,000","17,900,000","16,400,000","15,000,000","4,800,000","-6,100,000","-13,300,000","-19,400,000","-25,300,000","-23,600,000","-30,000,000","-35,500,000","-40,500,000","-47,800,000","-53,800,000","-54,200,000","-52,600,000","-52,000,000","-51,400,000","-50,100,000","-48,500,000","-40,100,000"
		GainsLossesNotAffectingRetainedEarnings,"293,000,000","207,000,000","112,000,000","55,000,000","137,000,000","100,000,000","195,000,000","173,000,000","202,000,000","265,000,000","323,000,000","545,000,000","386,000,000","384,000,000","291,000,000","230,000,000","186,000,000","428,000,000","344,000,000","160,000,000","69,000,000","195,000,000","503,000,000","472,000,000","428,000,000","634,000,000","825,000,000","810,000,000","784,000,000","753,000,000","698,000,000","1,021,000,000","880,000,000","866,000,000","620,000,000","809,000,000","495,000,000","353,000,000","744,000,000","802,000,000","757,000,000","697,000,000","529,000,000","820,000,000","744,000,000","588,000,000","7,000,000","-776,000,000","-1,070,000,000","-284,000,000","-61,000,000","-115,000,000","134,000,000","237,000,000","258,000,000","197,000,000","199,000,000","64,000,000","-11,000,000","58,000,000","38,000,000","38,000,000","38,000,000","43,000,000","88,000,000","15,000,000","23,556,000","54,387,000","29,769,000","-23,769,000","-40,934,000","-64,845,000","-68,168,000","-130,949,000","-67,378,000","-109,981,000","-135,351,000","-224,167,000","-122,486,000","-101,139,000","-56,290,000","-8,655,000","-39,321,000","-16,503,000","113,742,000","82,912,000","17,410,000","-31,379,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73,000,000","-15,000,000","5,000,000","6,000,000","7,000,000","-3,000,000","-6,000,000","-12,000,000","-15,000,000","-23,000,000",,,,,,,,,,,,,,,,,,,,,,"-42,388,000","-32,547,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-997,000,000","-269,000,000","-66,000,000","-121,000,000","127,000,000","240,000,000","264,000,000","209,000,000","214,000,000","87,000,000",,,,,,,,,,,,,,,,,,,,,,"-58,751,000","-23,743,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"819,000,000","811,800,000","803,800,000","795,900,000","794,800,000","295,200,000","291,800,000","288,500,000","287,500,000","284,400,000","281,000,000","278,500,000","277,200,000","124,100,000","123,700,000","122,200,000","121,400,000","119,200,000","118,800,000","118,600,000","51,100,000","49,200,000"
	MinorityInterest,,,,,,,,,,,,,,"0","-11,000,000","-10,000,000","-9,000,000","-10,000,000","-9,000,000","-8,000,000","-8,000,000","-7,000,000","-6,000,000","-5,000,000","-4,000,000","-3,000,000","-2,000,000","-1,000,000","0","-1,000,000","5,000,000","17,000,000","20,000,000","22,000,000","21,000,000","-12,000,000","16,000,000","21,000,000","30,000,000","34,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000","50,000","50,000","21,818,000","44,540,000","74,748,000","104,753,000","104,282,000","5,887,000","49,584,000","48,766,000","47,871,000","46,643,000","46,354,000","45,695,000","324,805,000","711,151,000","708,387,000","705,073,000","702,057,000","698,530,000","687,195,000","668,504,000","660,000,000","660,000,000","660,000,000","660,000,000",,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"22,611,000,000","21,303,000,000","18,731,000,000","16,494,000,000","17,950,000,000","18,346,000,000","18,889,000,000","19,271,000,000","19,005,000,000","16,293,000,000","38,446,000,000","43,180,000,000","43,305,000,000","50,144,000,000","50,697,000,000","41,283,000,000","41,150,000,000","41,786,000,000","40,671,000,000","39,638,000,000","40,191,000,000","41,390,000,000","43,115,000,000","37,839,000,000","38,823,000,000","39,169,000,000","38,789,000,000","38,254,000,000","37,027,000,000","36,088,000,000","37,578,000,000","37,611,000,000","35,334,000,000","33,523,000,000","32,584,000,000","31,882,000,000","28,481,000,000","26,951,000,000","26,271,000,000","24,967,000,000","22,736,000,000","20,858,000,000","19,886,000,000","20,720,000,000","21,353,000,000","20,316,000,000","18,711,000,000","17,113,000,000","17,137,000,000","17,944,000,000","16,826,000,000","15,477,000,000","15,610,000,000","15,835,000,000","15,932,000,000","15,030,000,000","14,175,000,000","13,406,000,000","12,998,000,000","13,400,000,000","11,972,000,000","11,119,000,000","10,447,000,000","10,526,000,000","10,339,000,000","9,664,000,000","9,141,251,000","8,556,309,000","8,046,039,000","7,721,874,000","7,312,663,000","7,172,375,000","6,057,898,000","5,486,244,000","5,245,462,000","5,220,173,000","5,110,982,000","4,889,815,000","5,152,476,000","5,246,044,000","5,010,142,000","5,516,328,000","5,773,543,000","5,459,595,000","3,688,763,000","2,872,550,000","1,411,550,000","1,079,211,000","1,017,801,000","961,459,000","1,139,348,000","1,125,438,000","1,079,912,000","1,031,907,000","973,346,000","897,772,000","865,381,000","855,800,000","867,000,000","849,400,000","838,500,000","833,100,000","318,100,000","305,600,000","294,100,000","285,900,000","284,000,000","274,400,000","267,000,000","261,600,000","99,900,000","93,500,000","73,600,000","74,300,000","74,300,000","74,600,000","79,100,000","16,200,000","16,500,000"
CommonStockEquity,"7,380,000,000","6,077,000,000","3,306,000,000","3,045,000,000","4,513,000,000","4,909,000,000","5,463,000,000","3,866,000,000","3,617,000,000","928,000,000","23,068,000,000","23,819,000,000","23,924,000,000","30,746,000,000","31,294,000,000","31,344,000,000","31,215,000,000","31,778,000,000","30,647,000,000","29,645,000,000","30,241,000,000","31,421,000,000","33,202,000,000","37,839,000,000","38,823,000,000","39,169,000,000","38,789,000,000","38,254,000,000","37,027,000,000","36,088,000,000","37,578,000,000","37,611,000,000","35,334,000,000","33,523,000,000","32,584,000,000","31,882,000,000","28,481,000,000","26,951,000,000","26,271,000,000","24,967,000,000","22,736,000,000","20,858,000,000","19,886,000,000","20,720,000,000","21,353,000,000","20,316,000,000","18,711,000,000","17,113,000,000","17,137,000,000","17,944,000,000","16,826,000,000","15,477,000,000","15,610,000,000","15,835,000,000","15,932,000,000","15,030,000,000","14,175,000,000","13,406,000,000","12,998,000,000","13,400,000,000","11,972,000,000","11,119,000,000","10,447,000,000","10,526,000,000","10,339,000,000","9,664,000,000","9,141,251,000","8,556,309,000","7,929,120,000","7,598,572,000","7,205,545,000","7,020,769,000","5,901,009,000","5,391,956,000","5,245,462,000","5,220,173,000","5,110,982,000","4,889,815,000","5,152,476,000","5,246,044,000","5,010,142,000","5,516,328,000","5,773,543,000","5,459,252,000","3,688,763,000","2,871,755,000","1,409,246,000","1,076,851,000","1,014,685,000","957,596,000","1,134,614,000","1,119,908,000","1,072,825,000","1,024,178,000","964,854,000","888,489,000","855,276,000","844,900,000","829,700,000","820,200,000","810,900,000","799,600,000","289,100,000","278,500,000","269,100,000","262,200,000","260,800,000","251,000,000","243,000,000","236,700,000","76,300,000","69,900,000","68,000,000","68,800,000","67,200,000","67,400,000","68,500,000","2,600,000","9,100,000"
