Date,Open,High,Low,Close,Adj Close,Volume
2009-09-01,18.250000,18.440001,15.870000,17.070000,13.262926,22171200
2009-10-01,17.000000,17.950001,14.720000,15.000000,11.654592,17123100
2009-11-01,15.100000,16.209999,14.330000,15.860000,12.322785,5093900
2009-12-01,15.900000,18.290001,15.380000,18.290001,14.210832,7546800
2010-01-01,18.299999,19.549999,16.840000,17.379999,13.503788,26906900
2010-02-01,17.379999,18.389999,16.500000,18.150000,14.102060,15168900
2010-03-01,18.700001,20.680000,18.120001,20.559999,15.974559,11100500
2010-04-01,20.690001,22.879999,19.670000,20.510000,15.935714,7824400
2010-05-01,20.650000,21.549999,18.379999,20.650000,16.044483,12498300
2010-06-01,20.660000,23.690001,20.340000,21.059999,16.363045,33439400
2010-07-01,21.320000,23.129999,20.500000,21.760000,16.906935,13538300
2010-08-01,21.980000,22.930000,19.280001,20.150000,15.656004,21443900
2010-09-01,20.299999,23.000000,18.410000,22.510000,17.489656,21650000
2010-10-01,22.620001,24.950001,21.540001,24.680000,19.175692,16815700
2010-11-01,24.500000,27.250000,23.770000,26.110001,20.286760,18904100
2010-12-01,26.480000,28.940001,24.480000,28.410000,22.073797,46933300
2011-01-01,28.700001,29.440001,26.969999,28.709999,22.366192,40137100
2011-02-01,28.920000,34.599998,28.600000,33.990002,26.479521,44762300
2011-03-01,32.250000,33.150002,28.270000,31.100000,24.228092,57320600
2011-04-01,31.500000,33.820000,29.959999,33.459999,26.133921,23891900
2011-05-01,33.740002,36.180000,31.480000,33.790001,26.391661,43831600
2011-06-01,33.840000,38.700001,32.189999,38.000000,29.679884,64971800
2011-07-01,38.220001,39.450001,32.410000,33.630001,26.335958,43717500
2011-08-01,34.000000,34.500000,26.420000,33.110001,25.928743,62049500
2011-09-01,33.009998,37.990002,30.219999,32.770000,25.662489,66255700
2011-10-01,32.790001,35.970001,30.860001,33.770000,26.525400,67058000
2011-11-01,32.689999,34.860001,28.120001,29.920000,23.501335,45753400
2011-12-01,29.820000,31.940001,27.389999,28.860001,22.668737,62337500
2012-01-01,29.480000,35.000000,28.020000,33.939999,26.770828,51942100
2012-02-01,34.389999,37.700001,33.950001,37.610001,29.665609,45074100
2012-03-01,37.740002,39.220001,34.599998,38.970001,30.738337,36833300
2012-04-01,38.889999,39.009998,32.380001,34.480000,27.292366,43848200
2012-05-01,34.529999,34.950001,29.700001,33.099998,26.200043,51522500
2012-06-01,32.430000,35.939999,30.180000,35.900002,28.416365,51855700
2012-07-01,35.770000,37.639999,32.139999,36.900002,29.337179,36336700
2012-08-01,37.110001,37.880001,35.410000,36.570000,29.074812,37931000
2012-09-01,36.369999,36.830002,32.389999,34.869999,27.723230,51683800
2012-10-01,35.139999,35.540001,32.540001,33.029999,26.379988,34581800
2012-11-01,33.290001,35.430000,31.680000,35.099998,28.033237,35153600
2012-12-01,35.389999,35.580002,30.500000,31.650000,25.277830,72595500
2013-01-01,32.430000,36.090000,32.090000,35.770000,28.709520,66879000
2013-02-01,35.919998,36.299999,32.660000,34.220001,27.465466,61690000
2013-03-01,33.919998,36.980000,33.009998,35.919998,28.829906,49898400
2013-04-01,35.820000,36.000000,30.570000,31.959999,25.787922,57958600
2013-05-01,32.060001,38.270000,31.250000,37.730000,30.443636,60826900
2013-06-01,37.680000,38.869999,35.619999,37.380001,30.161217,57675500
2013-07-01,37.849998,39.740002,36.299999,36.680000,29.770163,44026300
2013-08-01,37.029999,39.450001,35.750000,38.509998,31.255423,44210300
2013-09-01,38.820000,43.290001,38.040001,43.080002,34.964523,50939600
2013-10-01,43.139999,47.209999,41.830002,45.430000,37.088985,58591600
2013-11-01,45.790001,45.889999,42.450001,44.730000,36.517509,39641900
2013-12-01,45.490002,54.540001,44.419998,52.880001,43.171158,58577200
2014-01-01,52.849998,57.180000,51.889999,54.639999,44.817215,40854100
2014-02-01,54.799999,63.490002,52.959999,61.700001,50.608025,37452700
2014-03-01,61.150002,65.830002,60.450001,64.410004,52.830841,41831000
2014-04-01,64.550003,65.580002,57.270000,63.500000,52.307152,49858600
2014-05-01,62.919998,72.000000,62.580002,70.669998,58.213337,125561000
2014-06-01,71.209999,72.500000,70.059998,72.070000,59.366562,35952400
2014-07-01,72.480003,76.440002,68.800003,69.379997,57.385498,42355000
2014-08-01,69.919998,84.800003,68.709999,82.089996,67.898155,35857500
2014-09-01,82.970001,90.879997,82.400002,87.000000,71.959312,45925400
2014-10-01,87.120003,87.919998,68.750000,86.250000,71.599586,68447100
2014-11-01,86.440002,94.430000,83.500000,93.400002,77.535095,28901800
2014-12-01,93.050003,105.000000,89.720001,100.589996,83.503792,51569000
2015-01-01,100.930000,108.339996,95.180000,102.879997,85.713051,38260700
2015-02-01,103.250000,129.889999,99.160004,127.620003,106.324829,44733800
2015-03-01,127.209999,136.279999,116.959999,126.980003,105.791618,56783600
2015-04-01,126.660004,128.000000,114.559998,116.879997,97.664429,43181800
2015-05-01,117.919998,149.240005,115.389999,148.070007,123.726662,80025800
2015-06-01,148.240005,150.500000,131.039993,132.929993,111.075729,77209500
2015-07-01,134.410004,137.750000,123.519997,125.139999,104.861839,82806100
2015-08-01,126.419998,128.039993,100.000000,125.970001,105.557358,80992000
2015-09-01,121.519997,134.949997,118.059998,125.010002,104.752922,71363000
2015-10-01,123.110001,129.839996,111.529999,123.129997,103.501045,85538000
2015-11-01,123.660004,130.699997,115.209999,130.449997,109.654121,58206300
2015-12-01,131.169998,149.720001,130.910004,145.149994,122.010704,77336500
2016-01-01,142.070007,143.300003,117.169998,133.710007,112.740669,131677600
2016-02-01,133.339996,138.690002,114.250000,133.970001,112.959900,90192100
2016-03-01,135.369995,157.369995,134.300003,154.500000,130.270218,85732300
2016-04-01,154.039993,159.649994,143.250000,145.750000,123.299400,51986900
2016-05-01,146.160004,154.949997,139.179993,154.360001,130.583130,44795500
2016-06-01,153.410004,166.000000,142.270004,155.399994,131.462936,75916100
2016-07-01,154.470001,167.600006,147.160004,161.979996,137.461685,41771600
2016-08-01,162.779999,179.419998,161.279999,176.419998,149.716019,47831300
2016-09-01,176.880005,177.669998,158.750000,172.520004,146.406326,74597400
2016-10-01,173.009995,177.000000,166.800003,170.279999,144.941193,42303600
2016-11-01,170.720001,178.020004,163.020004,170.490005,145.119949,53651100
2016-12-01,170.009995,183.990005,160.619995,176.770004,150.465439,67189500
2017-01-01,178.289993,205.789993,173.309998,199.500000,170.783829,66351000
2017-02-01,202.250000,215.960007,200.210007,210.929993,180.568604,45312600
2017-03-01,213.070007,227.750000,210.559998,218.960007,187.442810,66284000
2017-04-01,219.000000,224.089996,208.440002,220.809998,189.883728,36449700
2017-05-01,222.089996,242.889999,219.910004,239.479996,205.938843,50389700
2017-06-01,241.600006,256.779999,230.570007,233.050003,200.409424,83376800
2017-07-01,234.509995,258.489990,227.500000,246.660004,213.016510,42489200
2017-08-01,248.229996,259.359985,238.699997,252.070007,217.688629,60975900
2017-09-01,252.330002,255.339996,231.529999,242.539993,209.458481,53937800
2017-10-01,245.309998,266.700012,237.509995,263.910004,228.845337,53310600
2017-11-01,264.239990,285.679993,248.869995,277.940002,241.011185,75482900
2017-12-01,275.209991,275.700012,253.389999,256.899994,222.766724,66786900
2018-01-01,259.769989,274.260010,237.009995,248.029999,216.501068,75283500
2018-02-01,241.720001,255.740005,224.899994,246.460007,215.130615,72949100
2018-03-01,245.860001,273.850006,234.759995,235.649994,205.694748,102905400
2018-04-01,233.949997,252.850006,225.440002,229.419998,203.191040,75476200
2018-05-01,230.850006,255.289993,221.979996,252.070007,223.251556,71235200
2018-06-01,254.369995,271.809998,242.270004,242.639999,214.899658,76083900
2018-07-01,240.089996,251.800003,197.460007,221.770004,199.049576,173962600
2018-08-01,223.259995,223.940002,202.770004,219.029999,196.590302,70854300
2018-09-01,218.589996,250.100006,213.919998,246.729996,221.452438,96345200
2018-10-01,247.880005,252.139999,208.229996,223.490005,202.099472,74094000
2018-11-01,225.160004,242.619995,213.710007,237.410004,214.687149,64531200
2018-12-01,245.199997,261.589996,217.610001,254.279999,229.942474,97816200
2019-01-01,248.850006,273.750000,230.330002,268.250000,245.131577,74938100
2019-02-01,269.149994,286.630005,264.890015,275.359985,251.628784,41509200
2019-03-01,277.730011,303.299988,259.200012,300.709991,274.794067,72692400
2019-04-01,303.109985,322.450012,299.750000,318.399994,293.558563,40766100
2019-05-01,320.500000,323.200012,250.089996,251.639999,232.007187,64214500
2019-06-01,252.550003,291.750000,251.199997,287.859985,265.401367,73710000
2019-07-01,301.679993,305.750000,272.410004,289.989990,269.928497,52025700
2019-08-01,289.130005,297.820007,262.500000,282.640015,263.086975,45277700
2019-09-01,280.000000,302.329987,270.000000,276.070007,256.971497,51645900
2019-10-01,278.269989,294.079987,267.220001,292.850006,275.098938,42165900
2019-11-01,292.989990,325.670013,292.089996,316.209991,297.042969,40784200
2019-12-01,317.720001,331.200012,303.130005,316.019989,296.864502,51759200
2020-01-01,319.320007,331.579987,298.799988,305.160004,289.566467,58594300
2020-02-01,305.630005,325.700012,262.739990,272.619995,258.689240,45880400
2020-03-01,276.760010,288.480011,155.669998,237.100006,224.984299,119555600
2020-04-01,227.990005,276.989990,219.679993,271.619995,262.121368,62004100
2020-05-01,266.000000,292.000000,254.750000,291.269989,281.084198,41957500
2020-06-01,290.420013,328.109985,287.369995,315.609985,304.573059,65227600
2020-07-01,315.109985,324.329987,304.179993,316.750000,308.822388,37926900
2020-08-01,318.000000,350.579987,317.279999,347.149994,338.461517,31024600
2020-09-01,350.000000,378.959991,343.480011,364.320007,355.201782,51886300
2020-10-01,368.980011,387.799988,344.420013,349.630005,343.987213,33737800
2020-11-01,355.040009,402.160004,346.660004,401.579987,395.098785,30099700
2020-12-01,403.459991,438.500000,398.100006,437.850006,430.783417,40161400
2021-01-01,439.329987,470.000000,420.540009,450.500000,447.005859,32132200
2021-02-01,455.850006,495.140015,453.589996,469.869995,466.225616,31752200
2021-03-01,479.700012,490.859985,419.260010,472.619995,468.954315,66365700
