name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","729,000,000",,"0","0","916,000,000","86,000,000","471,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","729,000,000",,"0","0","916,000,000","86,000,000","471,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"12,670,000,000","13,252,000,000","12,349,000,000","13,435,000,000","10,636,000,000","11,835,000,000","8,743,000,000","10,118,000,000","7,919,000,000","9,835,000,000","7,317,000,000","9,586,000,000","7,535,000,000","8,482,000,000","7,062,000,000","7,422,000,000","6,090,000,000","6,624,000,000","5,115,000,000","6,303,000,000","5,644,000,000","6,610,000,000","5,398,000,000","6,932,000,000","5,987,000,000","6,023,000,000","4,697,000,000","6,356,000,000","5,099,000,000","5,906,000,000","4,310,000,000","5,654,000,000","4,659,000,000","4,435,000,000","3,242,000,000","5,087,000,000","3,948,000,000","4,657,000,000","3,606,000,000","4,676,000,000","3,489,000,000","6,049,000,000","5,014,000,000","5,101,000,000","4,857,000,000","4,746,000,000","4,849,000,000","4,173,000,000","4,863,000,000","6,438,000,000","4,813,000,000","4,859,000,000","5,104,000,000","4,654,000,000","3,529,000,000","3,603,000,000","3,682,000,000","4,479,000,000","4,092,000,000","4,685,000,000","4,080,000,000","4,577,000,000","3,432,000,000","3,610,000,000","4,107,000,000","3,619,000,000","3,353,000,000","3,311,000,000","3,577,000,000","3,094,000,000","2,651,000,000","2,430,000,000","2,984,000,000","2,871,000,000","2,537,000,000","2,679,000,000","2,986,000,000","2,824,000,000","2,954,000,000","3,029,000,000","3,918,000,000","3,727,000,000","3,634,000,000","2,878,000,000","3,195,000,000","2,893,000,000","2,486,000,000","2,472,000,000","2,837,000,000","2,590,000,000","2,353,000,000","2,130,000,000","2,610,000,000","2,342,000,000","2,340,000,000","1,785,000,000","2,045,000,000","1,662,000,000","1,395,000,000","1,076,000,000","1,304,000,000","1,143,000,000","1,096,000,000","961,000,000","1,234,000,000","999,000,000","879,000,000","725,000,000",,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"3,999,000,000","3,197,000,000","2,833,000,000","2,358,000,000","3,853,000,000","3,220,000,000","2,554,000,000","1,984,000,000","3,622,000,000","3,095,000,000","2,601,000,000","2,118,000,000","3,526,000,000","2,805,000,000","2,332,000,000","2,145,000,000","3,465,000,000","3,110,000,000","2,809,000,000","1,834,000,000","3,138,000,000","2,732,000,000","2,572,000,000","2,011,000,000","3,475,000,000","2,931,000,000","2,409,000,000","1,979,000,000","3,123,000,000","2,530,000,000","1,981,000,000","1,501,000,000","2,972,000,000","2,320,000,000","2,020,000,000","1,498,000,000","2,948,000,000","2,270,000,000","2,111,000,000","1,536,000,000","2,888,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"2,504,000,000","504,000,000","2,254,000,000","3,464,000,000","3,693,000,000","5,200,000,000","3,726,000,000","2,750,000,000","1,261,000,000","3,051,000,000","3,510,000,000","3,842,000,000","1,776,000,000","4,142,000,000","4,130,000,000","5,073,000,000","4,634,000,000","3,573,000,000","4,560,000,000","3,594,000,000","2,634,000,000","1,129,000,000","1,118,000,000","1,121,000,000","1,604,000,000","1,164,000,000","14,000,000","36,000,000","281,000,000","350,000,000","263,000,000","88,000,000","312,000,000","56,000,000","92,000,000","362,000,000","247,000,000","66,000,000","71,000,000","54,000,000","38,000,000","259,000,000","215,000,000","330,000,000","172,000,000","23,000,000","24,000,000","31,000,000","102,000,000","467,000,000","175,000,000","189,000,000","142,000,000","137,000,000","221,000,000","139,000,000","180,000,000","196,000,000","287,000,000","224,000,000","313,000,000","252,000,000","318,000,000","222,000,000","201,000,000","213,000,000","216,000,000","296,000,000","224,000,000","352,000,000","385,000,000","393,000,000","436,000,000","317,000,000","383,000,000","412,000,000","409,000,000","302,000,000","411,000,000","479,000,000","378,000,000","336,000,000","385,000,000","373,000,000","230,000,000","164,000,000","135,000,000","182,000,000","159,000,000","192,000,000","242,000,000","365,000,000","322,000,000","297,000,000","181,000,000","713,000,000","389,000,000","409,000,000","241,000,000","426,000,000","346,000,000","927,000,000","507,000,000","639,000,000","517,000,000","640,000,000","539,000,000","397,000,000","497,000,000","335,300,000","271,200,000","287,800,000","311,800,000","245,400,000","167,000,000","139,400,000","173,300,000","157,600,000","145,000,000","241,500,000","278,600,000","152,800,000","124,300,000","127,000,000","156,500,000","148,600,000","233,900,000","200,200,000","302,400,000","112,100,000","88,900,000"
			CurrentDebt,"2,504,000,000","504,000,000","2,254,000,000","3,464,000,000","3,693,000,000","5,200,000,000","3,726,000,000","2,750,000,000","1,261,000,000","3,051,000,000","3,510,000,000","3,842,000,000","1,776,000,000","4,142,000,000","4,130,000,000","5,073,000,000","4,634,000,000","3,573,000,000","4,560,000,000","3,594,000,000","2,634,000,000","1,129,000,000","1,118,000,000","1,121,000,000","1,604,000,000","1,164,000,000","14,000,000","36,000,000","281,000,000","350,000,000","263,000,000","88,000,000","312,000,000","56,000,000","92,000,000","362,000,000","247,000,000","66,000,000","71,000,000","54,000,000","38,000,000","259,000,000","215,000,000","330,000,000","172,000,000","23,000,000","24,000,000","31,000,000","102,000,000","467,000,000","175,000,000","189,000,000","142,000,000","137,000,000","221,000,000","139,000,000","180,000,000","196,000,000","287,000,000","224,000,000","313,000,000","252,000,000","318,000,000","222,000,000","201,000,000","213,000,000","216,000,000","296,000,000","224,000,000","352,000,000","385,000,000","393,000,000","436,000,000","317,000,000","383,000,000","412,000,000","409,000,000","302,000,000","411,000,000","479,000,000","378,000,000","336,000,000","385,000,000","373,000,000","230,000,000","164,000,000","135,000,000","182,000,000","159,000,000","192,000,000","242,000,000","365,000,000","322,000,000","297,000,000","181,000,000","713,000,000","389,000,000","409,000,000","241,000,000","426,000,000","346,000,000","927,000,000","507,000,000","639,000,000","517,000,000","640,000,000","539,000,000","397,000,000","497,000,000","335,300,000","271,200,000","287,800,000","311,800,000","245,400,000","167,000,000","139,400,000","173,300,000","157,600,000","145,000,000","241,500,000","278,600,000","152,800,000","124,300,000","127,000,000","156,500,000","148,600,000","233,900,000","200,200,000","302,400,000","112,100,000","88,900,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CommercialPaper,,,,,,,,,"500,000,000",,,,,,,,,"450,000,000","1,442,000,000","921,000,000","0","0","0",,"500,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,,,,,,,,,,,,,"37,000,000","21,000,000","13,000,000",,"25,000,000","16,000,000","15,000,000","75,000,000","41,000,000","41,000,000","23,000,000",,"16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,"3,693,000,000",,,,"761,000,000",,,,"1,739,000,000","4,121,000,000","4,117,000,000",,"4,609,000,000","3,107,000,000","3,103,000,000","2,598,000,000","2,593,000,000","1,088,000,000","1,095,000,000",,"1,088,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,"0","0",,"0","1,656,000,000","1,706,000,000","1,587,000,000","1,698,000,000","1,718,000,000","1,724,000,000","2,807,000,000","2,632,000,000","2,188,000,000","2,160,000,000","2,082,000,000","2,196,000,000","2,205,000,000","2,189,000,000","2,171,000,000","2,171,000,000","2,096,000,000","2,093,000,000","1,971,000,000","1,901,000,000","1,932,000,000","1,954,000,000","1,915,000,000","2,001,000,000","1,929,000,000","1,917,000,000","1,824,000,000","1,813,000,000","622,000,000","626,000,000","582,000,000","653,000,000","593,000,000","602,000,000","480,000,000","468,000,000","463,000,000","656,000,000","665,000,000","643,000,000","625,000,000","628,000,000","535,000,000","611,000,000","599,000,000","603,000,000","567,000,000","669,000,000","632,000,000","692,000,000","707,000,000","707,000,000","592,000,000","652,000,000","640,000,000","701,000,000","633,000,000","696,000,000","598,000,000","532,000,000","475,000,000","512,000,000","498,000,000","572,000,000","418,000,000","507,000,000","549,000,000","648,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,,,,,,,,"0","0",,"0","1,656,000,000","1,706,000,000","1,587,000,000","1,698,000,000","1,718,000,000","1,724,000,000","2,807,000,000","2,632,000,000","2,188,000,000","2,160,000,000","2,082,000,000","2,196,000,000","2,205,000,000","2,189,000,000","2,171,000,000","2,171,000,000","2,096,000,000","2,093,000,000","1,971,000,000","1,901,000,000","1,932,000,000","1,954,000,000","1,915,000,000","2,001,000,000","1,929,000,000","1,917,000,000","1,824,000,000","1,813,000,000","622,000,000","626,000,000","582,000,000","653,000,000","593,000,000","602,000,000","480,000,000","468,000,000","463,000,000","656,000,000","665,000,000","643,000,000","625,000,000","628,000,000","535,000,000","611,000,000","599,000,000","603,000,000","567,000,000","669,000,000","632,000,000","692,000,000","707,000,000","707,000,000","592,000,000","652,000,000","640,000,000","701,000,000","633,000,000","696,000,000","598,000,000","532,000,000","475,000,000","512,000,000","498,000,000","572,000,000","418,000,000","507,000,000","549,000,000","648,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,"1,746,000,000","1,920,000,000","1,881,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"639,000,000","339,000,000","6,000,000",,,"1,797,000,000","1,378,000,000","998,000,000","1,854,000,000","1,960,000,000","1,901,000,000","1,330,000,000","1,953,000,000","1,163,000,000","1,431,000,000","1,429,000,000","491,000,000","785,000,000","1,470,000,000","1,462,000,000","1,293,000,000","1,157,000,000","960,000,000","672,000,000","1,017,000,000","988,000,000","768,000,000","869,000,000","862,000,000","1,967,000,000","2,102,000,000","2,349,000,000","2,079,000,000","2,304,000,000","1,766,000,000","1,142,000,000","2,113,000,000","1,564,000,000","1,269,000,000","567,000,000","2,035,000,000","1,681,000,000","1,328,000,000","1,092,000,000","1,959,000,000","1,460,000,000","1,145,000,000","1,121,000,000","1,247,000,000","1,105,000,000","1,151,000,000","1,034,000,000","962,000,000","698,000,000","657,000,000","644,000,000","715,000,000","1,509,000,000","1,399,000,000","1,313,800,000","1,223,500,000","1,249,600,000","1,032,000,000","912,900,000","845,400,000","885,700,000","815,600,000","812,200,000","717,500,000","825,800,000","850,400,000","726,200,000","536,300,000","599,300,000","448,000,000","459,800,000","733,800,000","579,300,000","262,200,000","217,800,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"47,299,000,000","48,595,000,000","48,048,000,000","47,461,000,000","36,710,000,000","34,462,000,000","36,107,000,000","36,886,000,000","36,774,000,000","37,185,000,000","38,354,000,000","38,470,000,000","36,809,000,000","35,463,000,000","34,700,000,000","27,499,000,000","26,799,000,000","29,009,000,000","29,753,000,000","26,767,000,000","26,313,000,000","26,375,000,000","19,268,000,000","19,607,000,000","20,072,000,000","19,639,000,000","20,295,000,000","20,342,000,000","20,534,000,000","21,224,000,000","20,432,000,000","20,091,000,000","20,250,000,000","13,219,000,000","13,035,000,000","13,116,000,000","13,180,000,000","12,525,000,000","7,012,000,000","6,638,000,000","4,429,000,000","4,055,000,000","3,913,000,000","3,961,000,000","3,800,000,000","4,214,000,000","2,935,000,000","3,049,000,000","3,809,000,000","3,740,000,000","3,999,000,000","4,059,000,000","4,318,000,000","4,374,000,000","4,132,000,000","4,604,000,000","3,102,000,000","2,781,000,000","2,870,000,000","2,993,000,000","2,898,000,000","1,185,000,000","1,119,000,000","1,282,000,000","1,558,000,000","1,795,000,000","2,541,000,000","2,562,000,000","2,418,000,000","2,373,000,000","2,276,000,000","2,126,000,000","2,161,000,000","2,048,000,000","2,170,000,000","1,924,000,000","1,995,000,000","2,136,000,000","2,073,000,000","1,944,000,000","1,973,000,000","2,783,000,000","3,564,000,000","4,618,000,000","4,215,000,000","3,367,000,000","2,212,000,000","2,151,000,000","2,290,000,000","2,333,000,000","2,431,000,000","2,790,000,000","3,565,000,000","2,091,000,000","3,106,000,000","2,493,000,000","2,000,000,000","2,102,000,000","1,903,000,000","1,808,000,000","1,745,000,000","1,714,000,000","1,433,000,000","1,627,000,000","1,525,000,000","1,424,000,000","1,353,000,000","1,423,000,000","1,411,000,000","1,321,600,000","1,136,500,000","859,100,000","802,100,000","715,400,000","892,300,000","634,200,000","646,400,000","509,600,000","497,800,000","484,600,000","471,000,000","456,800,000","449,800,000","507,400,000","524,000,000","575,000,000","587,700,000","535,600,000","409,100,000","430,500,000","423,700,000"
		LongTermDebtAndCapitalLeaseObligation,"33,897,000,000","36,059,000,000","36,093,000,000","36,455,000,000","25,308,000,000","23,707,000,000","25,089,000,000","25,737,000,000","25,098,000,000","24,823,000,000","24,632,000,000","24,770,000,000","25,037,000,000","27,498,000,000","27,855,000,000","20,678,000,000","20,649,000,000","24,043,000,000","24,053,000,000","21,775,000,000","20,036,000,000","20,059,000,000","12,116,000,000","12,112,000,000","12,107,000,000","12,103,000,000","13,180,000,000","13,172,000,000","13,165,000,000","13,157,000,000","13,150,000,000","13,143,000,000","13,136,000,000","7,100,000,000","7,093,000,000","7,088,000,000","7,084,000,000","7,076,000,000","2,090,000,000","2,083,000,000","2,077,000,000","2,073,000,000","2,058,000,000","2,052,000,000","2,049,000,000","2,201,000,000","1,174,000,000","1,170,000,000","1,886,000,000","1,889,000,000","1,892,000,000","1,990,000,000","1,980,000,000","1,853,000,000","1,848,000,000","1,848,000,000","1,848,000,000","2,060,000,000","2,054,000,000","2,040,000,000","2,106,000,000","432,000,000","430,000,000","464,000,000","703,000,000","882,000,000","898,000,000","927,000,000","936,000,000","882,000,000","914,000,000","829,000,000","929,000,000","1,000,000,000","1,081,000,000","1,064,000,000","1,050,000,000","972,000,000","928,000,000","704,000,000","707,000,000","610,000,000","870,000,000","868,000,000","955,000,000","884,000,000","666,000,000","699,000,000","702,000,000","583,000,000","472,000,000","441,000,000","448,000,000","386,000,000","468,000,000","481,000,000","728,000,000","702,000,000","399,000,000","398,000,000","400,000,000","401,000,000","411,000,000","404,000,000","392,000,000","392,000,000","303,000,000","429,000,000","426,000,000","416,700,000","316,200,000","311,700,000","249,000,000","274,900,000","352,700,000","346,700,000","362,500,000","358,200,000","353,300,000","349,400,000","344,600,000","340,800,000","336,000,000","397,200,000","412,500,000","446,000,000","466,200,000","479,300,000","298,100,000","286,600,000","270,800,000"
			LongTermDebt,"33,897,000,000","36,059,000,000","36,093,000,000","36,455,000,000","25,308,000,000","23,707,000,000","25,089,000,000","25,737,000,000","25,098,000,000","24,823,000,000","24,632,000,000","24,770,000,000","25,037,000,000","27,498,000,000","27,855,000,000","20,678,000,000","20,649,000,000","24,043,000,000","24,053,000,000","21,775,000,000","20,036,000,000","20,059,000,000","12,116,000,000","12,112,000,000","12,107,000,000","12,103,000,000","13,180,000,000","13,172,000,000","13,165,000,000","13,157,000,000","13,150,000,000","13,143,000,000","13,136,000,000","7,100,000,000","7,093,000,000","7,088,000,000","7,084,000,000","7,076,000,000","2,090,000,000","2,083,000,000","2,077,000,000","2,073,000,000","2,058,000,000","2,052,000,000","2,049,000,000","2,201,000,000","1,174,000,000","1,170,000,000","1,886,000,000","1,889,000,000","1,892,000,000","1,990,000,000","1,980,000,000","1,853,000,000","1,848,000,000","1,848,000,000","1,848,000,000","2,060,000,000","2,054,000,000","2,040,000,000","2,106,000,000","432,000,000","430,000,000","464,000,000","703,000,000","882,000,000","898,000,000","927,000,000","936,000,000","882,000,000","914,000,000","829,000,000","929,000,000","1,000,000,000","1,081,000,000","1,064,000,000","1,050,000,000","972,000,000","928,000,000","704,000,000","707,000,000","610,000,000","870,000,000","868,000,000","955,000,000","884,000,000","666,000,000","699,000,000","702,000,000","583,000,000","472,000,000","441,000,000","448,000,000","386,000,000","468,000,000","481,000,000","728,000,000","702,000,000","399,000,000","398,000,000","400,000,000","401,000,000","411,000,000","404,000,000","392,000,000","392,000,000","303,000,000","429,000,000","426,000,000","416,700,000","316,200,000","311,700,000","249,000,000","274,900,000","352,700,000","346,700,000","362,500,000","358,200,000","353,300,000","349,400,000","344,600,000","340,800,000","336,000,000","397,200,000","412,500,000","446,000,000","466,200,000","479,300,000","298,100,000","286,600,000","270,800,000"
		NonCurrentDeferredLiabilities,"5,210,000,000","4,376,000,000","4,052,000,000","3,380,000,000","3,412,000,000","3,109,000,000","3,341,000,000","3,296,000,000","3,714,000,000","3,705,000,000","4,059,000,000","4,043,000,000","3,046,000,000","2,943,000,000","2,502,000,000","2,285,000,000","1,730,000,000","1,211,000,000","1,293,000,000","1,247,000,000","2,539,000,000","2,502,000,000","3,251,000,000","3,462,000,000","3,775,000,000","3,551,000,000","4,187,000,000","4,302,000,000","4,397,000,000","4,384,000,000","3,709,000,000","3,427,000,000","3,412,000,000","2,904,000,000","2,775,000,000","2,793,000,000","2,617,000,000","2,762,000,000","2,215,000,000","1,783,000,000","926,000,000","681,000,000","586,000,000","881,000,000","555,000,000",,,,"46,000,000","36,000,000","171,000,000","170,000,000","411,000,000","454,000,000","235,000,000","234,000,000","265,000,000","375,000,000","470,000,000","607,000,000","703,000,000","753,000,000","689,000,000","818,000,000","855,000,000","913,000,000","1,643,000,000","1,635,000,000","1,482,000,000","1,491,000,000","1,362,000,000","1,297,000,000","1,232,000,000","1,048,000,000","1,089,000,000","860,000,000","945,000,000","1,164,000,000","1,145,000,000","1,240,000,000","1,266,000,000","2,173,000,000","2,694,000,000","3,750,000,000","3,130,000,000","2,222,000,000","1,546,000,000","1,452,000,000","1,387,000,000","1,162,000,000","1,248,000,000","1,164,000,000","1,076,000,000","1,123,000,000","1,072,000,000","995,000,000","997,000,000","853,000,000","754,000,000","676,000,000","620,000,000","459,000,000","422,000,000","402,000,000","389,000,000","345,000,000","326,000,000","312,000,000","297,000,000","281,600,000","234,700,000","223,800,000","180,300,000","158,800,000","153,900,000","147,500,000","144,000,000","151,500,000","144,400,000","135,200,000","126,400,000","116,000,000","113,800,000","110,300,000","111,500,000","129,000,000","121,600,000","56,500,000","105,400,000","132,400,000","134,000,000"
			NonCurrentDeferredTaxesLiabilities,"3,843,000,000","2,995,000,000","2,723,000,000","2,027,000,000","2,044,000,000","1,696,000,000","1,783,000,000","1,521,000,000","1,665,000,000","1,485,000,000","1,666,000,000","1,564,000,000","3,046,000,000","2,943,000,000","2,502,000,000","2,285,000,000","1,730,000,000","1,211,000,000","1,293,000,000","1,247,000,000","2,539,000,000","2,502,000,000","3,251,000,000","3,462,000,000","3,775,000,000","3,551,000,000","4,187,000,000","4,302,000,000","4,397,000,000","4,384,000,000","3,709,000,000","3,427,000,000","3,412,000,000","2,904,000,000","2,775,000,000","2,793,000,000","2,617,000,000","2,762,000,000","2,215,000,000","1,783,000,000","926,000,000","681,000,000","586,000,000","881,000,000","555,000,000",,,,"46,000,000","36,000,000","171,000,000","170,000,000","411,000,000","454,000,000","235,000,000","234,000,000","265,000,000","375,000,000","470,000,000","607,000,000","703,000,000","753,000,000","689,000,000","818,000,000","855,000,000","913,000,000","1,643,000,000","1,635,000,000","1,482,000,000","1,491,000,000","1,362,000,000","1,297,000,000","1,232,000,000","1,048,000,000","1,089,000,000","860,000,000","945,000,000","1,164,000,000","1,145,000,000","1,240,000,000","1,266,000,000","2,173,000,000","2,694,000,000","3,750,000,000","3,130,000,000","2,222,000,000","1,546,000,000","1,452,000,000","1,387,000,000","1,162,000,000","1,248,000,000","1,164,000,000","1,076,000,000","1,123,000,000","1,072,000,000","995,000,000","997,000,000","853,000,000","754,000,000","676,000,000","620,000,000","459,000,000","422,000,000","402,000,000","389,000,000","345,000,000","326,000,000","312,000,000","297,000,000","281,600,000","234,700,000","223,800,000","180,300,000","158,800,000","153,900,000","147,500,000","144,000,000","151,500,000","144,400,000","135,200,000","126,400,000","116,000,000","113,800,000","110,300,000","111,500,000","129,000,000","121,600,000","56,500,000","105,400,000","132,400,000","134,000,000"
			NonCurrentDeferredRevenue,"1,367,000,000","1,381,000,000","1,329,000,000","1,353,000,000","1,368,000,000","1,413,000,000","1,558,000,000","1,775,000,000","2,049,000,000","2,220,000,000","2,393,000,000","2,479,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"4,578,000,000","4,811,000,000","4,795,000,000","4,651,000,000","4,919,000,000","4,974,000,000","4,847,000,000","4,781,000,000","4,897,000,000","4,879,000,000","5,618,000,000","5,774,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192,000,000","188,000,000","267,000,000","190,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,"0","0","0","0","155,000,000","166,000,000","247,000,000","275,000,000","419,000,000","515,000,000","654,000,000","801,000,000","866,000,000","870,000,000","874,000,000","878,000,000","882,000,000","886,000,000","890,000,000","894,000,000","897,000,000","905,000,000","905,000,000","908,000,000","912,000,000","915,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"3,614,000,000","3,349,000,000","3,108,000,000","2,975,000,000","2,916,000,000","2,506,000,000","2,583,000,000","2,797,000,000","2,646,000,000","3,263,000,000","3,391,000,000","3,082,000,000","7,860,000,000","4,152,000,000","3,469,000,000","3,658,000,000","3,538,000,000","2,869,000,000","3,517,000,000","2,851,000,000","2,841,000,000","2,909,000,000","2,996,000,000","3,125,000,000","3,278,000,000","3,070,000,000","2,928,000,000","2,868,000,000","2,972,000,000","3,683,000,000","3,573,000,000","3,521,000,000","3,702,000,000","3,215,000,000","3,167,000,000","3,235,000,000","3,479,000,000","2,495,000,000","2,519,000,000","2,505,000,000","1,236,000,000","1,301,000,000","1,269,000,000","1,028,000,000","1,196,000,000","2,013,000,000","1,761,000,000","1,879,000,000","1,877,000,000","1,815,000,000","1,936,000,000","1,899,000,000","1,927,000,000","2,067,000,000","2,049,000,000","2,522,000,000","989,000,000","346,000,000","346,000,000","346,000,000","89,000,000",,,,,,,,,,,,,,,,,,,,,,,,"130,000,000","261,000,000",,,"201,000,000","588,000,000","711,000,000","1,185,000,000","2,041,000,000","582,000,000","1,566,000,000","1,017,000,000","275,000,000","547,000,000","750,000,000","734,000,000","725,000,000","854,000,000","600,000,000","821,000,000","744,000,000","687,000,000","724,000,000","682,000,000","688,000,000","623,300,000","585,600,000","323,600,000","372,800,000","281,700,000","385,700,000","140,000,000","139,900,000","-100,000","100,000",,,,,"-100,000",,,"-100,000","-200,000","5,600,000","11,500,000","18,900,000"
